,0,1,2,3,4,5,6,7,8,9,10
2909,2794,10.52,-0.2,Teray SMITH,28-Sep-94,BAH,3h4,,"National Training Center, Clermont, FL (USA)",30-May-21,1035
2910,2794,10.52,1.4,Patrick Charles EZENWA,12-Apr-95,NGR,5f1,,"Estadio de la Juventud de Granada, Granada (ESP)",30-May-21,1034
2911,2794,10.52,1.9,Oğuz UYAR,19-Oct-01,TUR,1h10,,Bursa (TUR),4-Jun-21,1034
2912,2794,10.52,0.8,Kimarlie STEWART,4-Oct-01,JAM,1f4,,"National Stadium, Kingston (JAM)",5-Jun-21,1034
2913,2794,10.52,-0.9,Alex WILSON,19-Sep-90,GBR,1f4,,"Stadion Trinermatten, Zofingen (SUI)",5-Jun-21,1039
2914,2794,10.52,-0.2,Tilen OVNIČEK,17-Sep-98,SLO,2,,"Športni center, Kranj (SLO)",5-Jun-21,1035
2915,2794,10.52,0.9,Sota KAJIKAWA,29-Nov-99,JPN,1h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",5-Jun-21,1034
2916,2794,10.52,1.8,Kazuya MIYAUCHI,30-Oct-01,JPN,2h5,,"Lemon Gas Stadium, Hiratsuka (JPN)",5-Jun-21,1034
2917,2794,10.52,1.8,Kota ITO,13-Jun-98,JPN,3h5,,"Lemon Gas Stadium, Hiratsuka (JPN)",5-Jun-21,1034
2918,2794,10.52,1,Anders MYLES,,USA,5,,"Prairie View, TX (USA)",6-Jun-21,1034
2919,2794,10.52,-0.5,Davon DEMOSS,20-May-96,USA,5,,"Nashville, TN (USA)",6-Jun-21,1037
2920,2794,10.52,1.7,Keigo YASUDA,21-Feb-00,JPN,6f2,,"Athletic Stadium, Tottori (JPN)",6-Jun-21,1034
2921,2794,10.52,1.9,Albert KOMAŃSKI,7-Feb-00,POL,2f5,,"Stadion TOSiR, Tarnów (POL)",6-Jun-21,1034
2922,2794,10.52,0.1,Ojie EDOBURUN,2-Jun-96,GBR,5,,"Paavo Nurmi Stadium, Turku (FIN)",8-Jun-21,1034
2923,2794,10.52,0.1,Samuel PUROLA,19-May-00,FIN,6,,"Paavo Nurmi Stadium, Turku (FIN)",8-Jun-21,1034
2924,2794,10.52,0.8,Confidence LAWSON,5-Sep-90,GBR,3h2,,"Østerbro Stadion, København (DEN)",8-Jun-21,1034
2925,2794,10.52,1.3,Jacolby SHELTON,,USA,8sf2,,"Hayward Field, Eugene, OR (USA)",9-Jun-21,1034
2926,2794,10.52,-0.4,Carlos NASCIMENTO,12-Oct-94,POR,3h1,,"Stade Delort, Marseille (FRA)",9-Jun-21,1036
2927,2794,10.52,0.5,Arielton DOS SANTOS,19-Feb-00,BRA,2h1,,"COTP Stadium, São Paulo (BRA)",10-Jun-21,1034
2928,2794,10.52,0.1,Ahmed AMAAR,24-Dec-97,LBA,3h3,,"Stavros Niarchos Foundation Cultural Center, Athina (GRE)",10-Jun-21,1034
2929,,,,,,,,,,,
2930,2794,10.52,1,Alessio FAGGIN,15-Nov-03,ITA,2h4,,"Stadio Zecchini, Grosseto (ITA)",11-Jun-21,1034
2931,2794,10.52,-1.7,Zdeněk STROMŠÍK,25-Nov-94,CZE,6f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",12-Jun-21,1044
2932,2794,10.52,0.8,Georgi HRISTOV,9-Jul-02,BUL,2,,Istanbul (TUR),12-Jun-21,1034
2933,2794,10.52,0.8,Nikolaos PANAGIOTOPOULOS,30-Oct-02,GRE,3,,Istanbul (TUR),12-Jun-21,1034
2934,2794,10.52,-3.3,Oğuz UYAR,19-Oct-01,TUR,7f1,,Erzurum (TUR),12-Jun-21,1053
2935,2794,10.52,-2.8,Meysam RASHIDI,1-Jul-00,IRI,2f2,,Erzurum (TUR),12-Jun-21,1050
2936,2794,10.52,1.2,Will ROBERTS,24-Sep-99,AUS,1f3,,"Performance Centre, Gold Coast (AUS)",12-Jun-21,1034
2937,2794,10.52,1.7,Jeremy LEROUX,10-Sep-94,FRA,3,,"Parc des Sports C. Ehrmann, Nice (FRA)",12-Jun-21,1034
2938,2794,10.52,0.8,Daniel HOFFMANN,6-Mar-95,GER,1f1,,"Stadion Rote Erde, Dortmund (GER)",12-Jun-21,1034
2939,2794,10.52,1.7,Fabrice DABLA,20-Nov-92,TOG,4f1,,Troyes (FRA),12-Jun-21,1034
2940,2794,10.52,2,Kemar HYMAN,11-Oct-89,CAY,2h1,,"Bolles HS Track, Jacksonville, FL (USA)",12-Jun-21,1034
2941,2794,10.52,1.5,Kevin UGO,10-Jun-95,GER,3f2,,"Sportanlage des TuS Komet Arsten, Bremen (GER)",12-Jun-21,1034
2942,2794,10.52,0.2,Chang-hee CHOI,6-Apr-03,KOR,3,,Iksan (KOR),13-Jun-21,1034
2943,2794,10.52,1.2,Richard KILTY,2-Sep-89,GBR,1,,"Tynedale Athletics Park, Hexham (GBR)",17-Jun-21,1034
2944,2794,10.52,-0.2,Stanislav KOVALENKO,23-Apr-97,UKR,3,,"Avangard Stadium, Lutsk (UKR)",18-Jun-21,1035
2945,2794,10.52,-1.6,Dominik ZÁLESKÝ,23-Aug-95,CZE,1,,"Atletický stadion Slavia Praha, Praha (CZE)",18-Jun-21,1043
2946,2794,10.52,0.2,Samuel PUROLA,19-May-00,FIN,2f2,,Cluj-Napoca (ROU),19-Jun-21,1034
2947,2794,10.52,1.8,Steven BASTIEN,4-Mar-94,USA,1ce3,,"Hayward Field, Eugene, OR (USA)",19-Jun-21,1034
2948,2794,10.52,0.8,Ali Ghasem BABAEI,9-May-02,IRI,1,,Shahrekod (IRI),22-Jun-21,1034
2949,2794,10.52,1.5,Destiny OGALI,6-Sep-01,GBR,3f1,,"Lee Valley Athletics Centre, London (GBR)",23-Jun-21,1034
2950,2794,10.52,-1.3,Tosin OGUNODE,2-Mar-94,QAT,1h6,,Istanbul (TUR),23-Jun-21,1041
2951,2794,10.52,0.5,Daisuke MIYAMOTO,17-Apr-99,JPN,4h6,,"Yanmar Stadium Nagai, Osaka (JPN)",24-Jun-21,1034
2952,2794,10.52,0.8,Conroy JONES,8-Jul-02,JAM,4,,"National Stadium, Kingston (JAM)",24-Jun-21,1034
2953,2794,10.52,0.9,Hensley PAULINA,26-Jun-93,NED,2sf1,,"AV Sprint Breda, Breda (NED)",25-Jun-21,1034
2954,2794,10.52,0.7,Pascal MANCINI,18-Apr-89,SUI,2sf2,,"Stadion Hard, Langenthal (SUI)",25-Jun-21,1034
2955,2794,10.52,1.6,Felix KUNSTEIN,6-Sep-02,GER,1,,"Michael-Hoffmann-Stadion, Mannheim (GER)",25-Jun-21,1034
2956,2794,10.52,1.3,Aleksandar ASKOVIC,23-Oct-97,GER,6sr1,,"Michael-Hoffmann-Stadion, Mannheim (GER)",25-Jun-21,1034
2957,2794,10.52,1.6,Yurick DEAN,16-Jul-95,BAH,2h2,,"The Bahamas National Stadium, Nassau (BAH)",25-Jun-21,1034
2958,2794,10.52,0.9,Tahir WALSH,24-Feb-94,ANT,h4,,"The Bahamas National Stadium, Nassau (BAH)",25-Jun-21,1034
2959,2794,10.52,-1.4,Carlos NASCIMENTO,12-Oct-94,POR,1h3,,"Estádio José Vieira de Carvalho, Maia (POR)",26-Jun-21,1042
2960,2794,10.52,-0.8,Ioannis NIFADOPOULOS,1-Nov-90,GRE,2h1,,"Atletski stadion, Smederevo (SRB)",26-Jun-21,1038
2961,2794,10.52,2,Matej BALUCH,16-Oct-00,SVK,1h1,,"Mestský atletický štadión, Trnava (SVK)",26-Jun-21,1034
2962,2794,10.52,1,Vinicius ROCHA MORAES,19-Apr-99,BRA,5sf1,,"COTP Stadium, São Paulo (BRA)",27-Jun-21,1034
2963,2794,10.52,0.3,Emmanuel CALLENDER,10-May-84,TTO,2h1,,"The Bahamas National Stadium, Nassau (BAH)",28-Jun-21,1034
2964,2794,10.52,-0.4,Kion BENJAMIN,13-Nov-00,TTO,3h2,,"The Bahamas National Stadium, Nassau (BAH)",28-Jun-21,1036
2965,2794,10.52,1.9,Dom DUTTON,,USA,7,,"Hayward Field, Eugene, OR (USA)",2-Jul-21,1034
2966,2794,10.52,0.9,Brandon MILLER,2003,USA,2h5,,"Hayward Field, Eugene, OR (USA)",2-Jul-21,1034
2967,2794,10.52,1.7,Mateusz GÓRNY,29-Aug-02,POL,21,,"Stadion MOSiR, Lublin (POL)",2-Jul-21,1034
2968,2794,10.52,1.3,Samuele CECCARELLI,9-Jan-00,ITA,4h1,,"Kadrioru staadion, Tallinn (EST)",8-Jul-21,1034
2969,2794,10.52,-0.3,Joshua HARTMANN,9-Jun-99,GER,6f1,,"Kadrioru staadion, Tallinn (EST)",9-Jul-21,1035
2970,2941,10.53,-0.4,Yonglian HUANG,12-Nov-00,CHN,3f1,,"Universiade Center, Shenzhen (CHN)",30-Jan-21,1033
2971,2941,10.53,1.2,Agalivie EFE-SAM,12-May-02,NGR,1h6,,"FUTA, Akure (NGR)",30-Jan-21,1031
2972,2941,10.53,1,Jonathan FARINHA,16-May-96,TTO,1f2,,"Hasely Crawford Stadium, Port-of-Spain (TTO)",14-Feb-21,1031
2973,2941,10.53,-1.4,Abdelaziz MOHAMED,20-Oct-01,QAT,1f3,,"Stadium, Boksburg (RSA)",20-Feb-21,1039
2974,2941,10.53,0,Alaba Olukunle AKINTOLA,14-Sep-01,NGR,1h13,,"FUTA, Akure (NGR)",12-Mar-21,1031
2975,2941,10.53,0,Adekalu Nicholas FAKOREDE,28-Jun-03,NGR,1sf1,,"FUTA, Akure (NGR)",12-Mar-21,1031
2976,2941,10.53,1.6,Sibusiso MATSENJWA,2-May-88,SWZ,3f1,,"McArthur Stadium, Potchefstroom (RSA)",12-Mar-21,1031
2977,2941,10.53,2,Calab LAW,31-Dec-03,AUS,1,,"QSAC, Nathan, Brisbane (AUS)",13-Mar-21,1031
2978,2941,10.53,0.6,Simon GREIG,7-Jun-93,AUS,1sf1,,"QSAC, Nathan, Brisbane (AUS)",13-Mar-21,1031
2979,2941,10.53,0.5,Taishi ENDO,3-Sep-97,JPN,1h1,,"Biwako-Kusatsu Campus, Kusatsu (JPN)",13-Mar-21,1031
2980,2941,10.53,0.6,V.K. ELAKKIADASAN,31-Jan-95,IND,2sf1,,Patiala (IND),15-Mar-21,1031
2981,2941,10.53,0.7,Tyrell EDWARDS,25-Feb-99,TTO,3f5,,"WTAMU T&Fi Complex, Canyon, TX (USA)",19-Mar-21,1031
2982,2941,10.53,0.4,Enrique POLANCO,11-Aug-92,CHI,1,,"San Carlos de Apoquindo, Santiago de Chile (CHI)",19-Mar-21,1031
2983,2941,10.53,1.8,Caleb BOGER,2001,USA,2f3,,"University of Louisiana, Lafayette, LA (USA)",20-Mar-21,1031
2984,2941,10.53,-0.3,Zhihong WANG,18-Jan-00,CHN,1f2,,Shenzhen (CHN),20-Mar-21,1032
2985,2941,10.53,1.2,Andre MARCANO,27-Mar-86,TTO,4f1,,"Tropical Park Track, Miami, FL (USA)",20-Mar-21,1031
2986,2941,10.53,-1.2,Kakene SITALI,2003,ZAM,1,,"National Heroes Stadium, Lusaka (ZAM)",20-Mar-21,1038
2987,2941,10.53,0.4,Christopher IUS,10-Feb-00,AUS,4h2,,"QSAC, Nathan, Brisbane (AUS)",27-Mar-21,1031
2988,2941,10.53,2,Jan KRÁL,29-Aug-98,CZE,5f1,,"Aztrack Sports Deck, San Diego, CA (USA)",27-Mar-21,1031
2989,2941,10.53,1.1,Ka Fung NG,27-Oct-92,HKG,1h3,,Hong Kong (HKG),27-Mar-21,1031
2990,2941,10.53,1.2,Ryo WADA,18-May-00,JPN,1h1,,"Prefectural Stadium, Kumagaya (JPN)",31-Mar-21,1031
2991,2941,10.53,1.1,Jameel WALKES-MILLER,,BAR,1,,"Bolivar, MO (USA)",3-Apr-21,1031
2992,2941,10.53,1.1,Antonio LAY,,USA,2,,"Bolivar, MO (USA)",3-Apr-21,1031
2993,2941,10.53,1.6,Beejay LEE,5-Mar-93,USA,6,,"CVEATC, Chula Vista, CA (USA)",3-Apr-21,1031
2994,2941,10.53,0.9,Evan LONG,,USA,1f2,,"Ash Park Stadium (Cornell Col.), Mount Vernon, IA (USA)",3-Apr-21,1031
2995,2941,10.53,-0.8,Bradley OLIPHANT,29-Nov-03,RSA,1sf1,,"Dal Josaphat Athletics Stadium, Paarl (RSA)",7-Apr-21,1035
2996,2941,10.53,0.5,Shuang WANG,18-Nov-04,CHN,2,,Shaoxing (CHN),8-Apr-21,1031
2997,2941,10.53,0.1,Yenns R. FERNÁNDEZ,4-Jan-01,CUB,2h,,"Estadio Panamericano, La Habana (CUB)",9-Apr-21,1031
2998,2941,10.53,-3.3,Brandon HEREDIA,19-Jun-99,MEX,2,,"Estadio Olímpico Santa Teresita, Tepic (MEX)",9-Apr-21,1050
2999,2941,10.53,-0.8,John Edward PAREDES PERLAZA,2-Oct-02,COL,1h2,,Ibagué (COL),10-Apr-21,1035
3000,2941,10.53,1.8,Karon DEAN,,BAH,1f2,,"Terry & Linda Fuller T&F Complex (Texas Tech), Lubbock, TX (USA)",10-Apr-21,1031
3001,2941,10.53,1.9,Kennedy HARRISON,,USA,1f4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",10-Apr-21,1031
3002,2941,10.53,1.6,Caleb FURNELL,,USA,1f2,,"McCarthy Track & Field Complex, Salt Lake City, UT (USA)",10-Apr-21,1031
3003,2941,10.53,1.5,Justen BURNETTE,,USA,3,,"Ray McDonald, Sr., Track Complex (Mount Olive Un.), Mount Olive, NC (USA)",10-Apr-21,1031
3004,2941,10.53,0.6,Jonatan CHAVES,15-Feb-95,BRA,4,,"CNDA, Bragança Paulista (BRA)",11-Apr-21,1031
3005,2941,10.53,0.2,Lestrod ROLAND,5-Sep-92,SKN,1f2,,"Kim Collins Athletic Stadium, Basseterre (SKN)",11-Apr-21,1031
3006,2941,10.53,1.3,Julius RIVERA,2-Jan-95,PUR,2f1,,"Frank Cignetti Field @ George P. Miller Stadium (Indiana Un. in Pa), Indiana, PA (USA)",11-Apr-21,1031
3007,2941,10.53,0.5,Thembo John MONARENG,14-Feb-99,RSA,3h5,,"Bestmed Tuks Stadium, Pretoria (RSA)",15-Apr-21,1031
3008,2941,10.53,0.4,Jake DORAN,18-Jul-00,AUS,8,,"SOPAC, Sydney (AUS)",17-Apr-21,1031
3009,2941,10.53,-0.1,Alex HARTMANN,7-Mar-93,AUS,1sf3,,"SOPAC, Sydney (AUS)",17-Apr-21,1031
3010,2941,10.53,1.3,Ryan MARTIN,24-Jan-01,USA,1f2,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",17-Apr-21,1031
3011,2941,10.53,1.6,Malcolm DOTSON,,USA,6,,"PVAMU Track Stadium, Prairie View, TX (USA)",17-Apr-21,1031
3012,2941,10.53,1.6,Kion BENJAMIN,13-Nov-00,TTO,7,,"PVAMU Track Stadium, Prairie View, TX (USA)",17-Apr-21,1031
3013,2941,10.53,0,Tauler RIGON,6-Apr-97,BRA,1,,Timbó (BRA),17-Apr-21,1031
3014,2941,10.53,-0.9,Adell COLTHRUST,8-Jan-00,TTO,1f1,,"Parkman Track, Clinton, MS (USA)",22-Apr-21,1036
3015,2941,10.53,0.6,Oscar CAICEDO,11-Jun-99,COL,4f1,,Ibagué (COL),23-Apr-21,1031
3016,2941,10.53,0.1,Mayovanex DE OLEO,26-May-93,DOM,h3,,Ibagué (COL),23-Apr-21,1031
3017,2941,10.53,1.7,Charles LEWIS,14-Oct-00,USA,3f2,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24-Apr-21,1031
3018,2941,10.53,-0.2,Ackeem BLAKE,21-Jan-02,JAM,2f1,,"National Stadium, Kingston (JAM)",24-Apr-21,1032
3019,2941,10.53,-1,Jesús GÓMEZ,2-Sep-99,ESP,1,,Córdoba (ESP),24-Apr-21,1037
3020,2941,10.53,-0.9,Xingqiang TANG,11-Aug-95,CHN,2h9,,Zhaoqing (CHN),24-Apr-21,1036
3021,2941,10.53,-2.3,Barja WALTER,3-Jun-01,USA,6,,"Moretz Sports Complex, Hickory, NC (USA)",25-Apr-21,1044
3022,2941,10.53,-2.3,Marlin DAVIS,,USA,7,,"Moretz Sports Complex, Hickory, NC (USA)",25-Apr-21,1044
3023,2941,10.53,1.3,Daiti TERASAWA,14-Nov-03,JPN,1f1,,"Takebishi Stadium, Kyoto (JPN)",25-Apr-21,1031
3024,2941,10.53,0.2,Yingrui QUAN,18-Nov-97,CHN,1h1,,Zaozhuang (CHN),27-Apr-21,1031
3025,2941,10.53,1.6,Hiroki SHIGETANI,1-Sep-02,JPN,4sr,,"Municipal Stadium, Hiroshima (JPN)",29-Apr-21,1031
3026,2941,10.53,1.9,Mark GAINES,19-Aug-00,RSA,3f3,,"McArthur Stadium, Potchefstroom (RSA)",29-Apr-21,1031
3027,2941,10.53,1.3,Christopher BELCHER,29-Jan-94,USA,2h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30-Apr-21,1031
3028,2941,10.53,0.2,Trent STIMAC,,USA,1f2,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",1-May-21,1031
3029,2941,10.53,1.3,Antonio LAY,,USA,1,,"University of Central Missouri, Warrensburg, MO (USA)",1-May-21,1031
3030,,,,,,,,,,,
3031,2941,10.53,1.5,Andre EDWARDS,20-Sep-99,JAM,4f3,,"National Training Center, Clermont, FL (USA)",2-May-21,1031
3032,2941,10.53,1.1,Anthony FRANKLIN,,USA,3h1,,"Irwin Belk Track, Greensboro, NC (USA)",7-May-21,1031
3033,2941,10.53,0.7,Pol RETAMAL,16-Mar-99,ESP,1f7,,Cornellá (ESP),8-May-21,1031
3034,2941,10.53,1.4,Leonardo STEWART,,JAM,1h3,,"Carnie Smith Stadium - Prentice Gudgen Track, Pittsburg, KS (USA)",8-May-21,1031
3035,2941,10.53,-0.2,Ryohei HONDA,11-Aug-99,JPN,6h1,,"Olympic Stadium, Tokyo (JPN)",9-May-21,1032
3036,2941,10.53,1.1,Dominique ALEXANDER,,USA,1,,"Vert Stadium (High Point Un.), High Point, NC (USA)",12-May-21,1031
3037,2941,10.53,-2.3,Sachin DENNIS,2-Aug-02,JAM,1,,"National Stadium, Kingston (JAM)",13-May-21,1044
3038,2941,10.53,1.1,Churandy MARTINA,3-Jul-84,NED,5h3,,"Vughtse Sports Club Prins Hendrik, Vught (NED)",13-May-21,1031
3039,2941,10.53,0.9,Henry YOUNG,,USA,5h3,,"Paul Derr TF Facility, Raleigh, NC (USA)",14-May-21,1031
3040,2941,10.53,1.1,Bervensky PIERRE,,USA,1h2,,"Jaguar Track, Mobile, AL (USA)",14-May-21,1031
3041,2941,10.53,1,Christian LYON,19-Jan-98,USA,2h2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",14-May-21,1031
3042,2941,10.53,0.6,Sike AZU-IRONDI,4-Jan-96,NGR,3h1,,"Michael-Hoffmann-Stadion, Mannheim (GER)",15-May-21,1031
3043,2941,10.53,1.3,Luis BRANDNER,9-Oct-00,GER,4h3,,"Michael-Hoffmann-Stadion, Mannheim (GER)",15-May-21,1031
3044,2941,10.53,0.9,Sergio JUAREZ,23-Jul-97,ESP,1f1,,Castellón (ESP),15-May-21,1031
3045,2941,10.53,-1,Harlyn PÉREZ,2-Jun-95,CUB,2f1,,Valencia (ESP),15-May-21,1037
3046,2941,10.53,1.9,Jason SHANNON,29-Sep-98,USA,4h1,,"Demirjian Park (Univ. of Illiniois), Champaign, IL (USA)",15-May-21,1031
3047,2941,10.53,1.9,Aaron JOHNSON,,USA,1,,"UT Rio Grande Valley, Edinburg, TX (USA)",15-May-21,1031
3048,2941,10.53,0.1,Roger GURSKI,11-Jul-97,GER,1h1,,"Rhein-Wied-Stadion, Neuwied (GER)",15-May-21,1031
3049,2941,10.53,0.1,Stern Noel LIFFA,17-Jul-00,MAW,4h1,,"National Heroes Stadium, Lusaka (ZAM)",15-May-21,1031
3050,2941,10.53,-0.6,Jean Tarcisius BATAMBOC,1-Oct-87,CMR,1,,Yaoundé (CMR),15-May-21,1034
3051,2941,10.53,0.6,Desmond ARYEE,24-Jan-92,GHA,3f3,,"WTAMU T&Fi Complex, Canyon, TX (USA)",16-May-21,1031
3052,2941,10.53,0.5,Kai COLE,,USA,5,,"Irwin Belk Track, Greensboro, NC (USA)",16-May-21,1031
3053,2941,10.53,0.7,Lestrod ROLAND,5-Sep-92,SKN,1f1,,"Kim Collins Athletic Stadium, Basseterre (SKN)",16-May-21,1031
3054,2941,10.53,0.9,Shunto NAGATA,3-Apr-96,JPN,2sf2,,"Yanmar Stadium Nagai, Osaka (JPN)",16-May-21,1031
3055,2941,10.53,0.9,Oleksandr SOKOLOV,6-Dec-97,UKR,1h6,,"Avangard Stadium, Lutsk (UKR)",17-May-21,1031
3056,2941,10.53,-0.3,Brandon MINGELI,7-Sep-00,GBR,1f1,,"Norman Park Athletics Track, Bromley (GBR)",17-May-21,1032
3057,2941,10.53,1.7,Karl Erik NAZAROV,17-Mar-99,EST,1f1,,"Rannastaadion, Pärnu (EST)",17-May-21,1031
3058,2941,10.53,1.7,Mirai YAMAMOTO,3-Sep-00,JPN,5h2,,"Gion Stadium, Sagamihara (JPN)",20-May-21,1031
3059,2941,10.53,1.5,Takumi KUWANO,1-Jan-01,JPN,6h4,,"Gion Stadium, Sagamihara (JPN)",20-May-21,1031
3060,2941,10.53,0.3,Minaki FUJII,27-Dec-99,JPN,1h1,,"Takebishi Stadium, Kyoto (JPN)",20-May-21,1031
3061,2941,10.53,0.7,Kaito MIYAUCHI,22-Oct-99,JPN,1h5,,"Takebishi Stadium, Kyoto (JPN)",20-May-21,1031
3062,2941,10.53,0.3,Ojie EDOBURUN,2-Jun-96,GBR,2h2,,"Paul-Greifzu-Stadion, Dessau (GER)",21-May-21,1031
3063,2941,10.53,0.2,Daniel BAILEY,9-Sep-86,ANT,1f8,,"National Stadium, Kingston (JAM)",22-May-21,1031
3064,2941,10.53,0.4,Gafaru AUDU,15-Apr-97,NGR,1h5,,"Yabatech Sport Complex, Lagos (NGR)",22-May-21,1031
3065,2941,10.53,1.9,LaShawn MERRITT,27-Jun-86,USA,1h1,,"Olympia HS, Orlando, FL (USA)",23-May-21,1031
3066,2941,10.53,0.1,Solomon BOCKARIE,18-May-87,NED,2h5,,"Gemeentelijk Sportpark, Tilburg (NED)",24-May-21,1031
3067,2941,10.53,1.6,Michael POHL,18-Nov-89,GER,1f1,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",24-May-21,1031
3068,2941,10.53,1.9,Kainnan RAMSEY,,USA,8q2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26-May-21,1031
3069,2941,10.53,0.6,Omar GRANT,6-Dec-94,GBR,1f9,,"Bannister Stadium, Harrow (GBR)",27-May-21,1031
3070,2941,10.53,0.8,Ali Anwar Ali AL BALUSHI,9-Feb-02,OMA,1f1,,Bursa (TUR),28-May-21,1031
3071,2941,10.53,0.5,Dexter LEE,18-Jan-91,JAM,5f3,,"National Stadium, Kingston (JAM)",29-May-21,1031
3072,2941,10.53,1.9,Yaroslav TKALICH,5-Jun-96,RUS,3h1,,"Slava Metreveli Stadium, Sochi (RUS)",29-May-21,1031
3073,2941,10.53,1.4,Jeremy DODSON,30-Aug-87,SAM,2f1,,"Allmend, Meilen (SUI)",29-May-21,1031
3074,2941,10.53,0,Sibusiso MATSENJWA,2-May-88,SWZ,6f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",29-May-21,1031
3075,2941,10.53,1.7,Uri S. MAFATE,,USA,5,,"CVEATC, Chula Vista, CA (USA)",30-May-21,1031
3076,2941,10.53,0.7,Uri S. MAFATE,,USA,1h6,,"CVEATC, Chula Vista, CA (USA)",30-May-21,1031
3077,2941,10.53,1.2,Joshua WASHINGTON,28-Aug-95,USA,4sr1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31-May-21,1031
3078,2941,10.53,-0.9,Federico CATTANEO,14-Jul-93,ITA,2,,"Stadio Narciso Soldan, Conegliano (ITA)",2-Jun-21,1036
3079,2941,10.53,0.7,Markus FUCHS,14-Nov-95,AUT,2h2,,"Sportzentrum Niederösterreich, St. Pölten (AUT)",3-Jun-21,1031
3080,2941,10.53,0.8,Jin-syok SUNG,2-Jan-97,KOR,1h4,,Yecheon (KOR),3-Jun-21,1031
3081,2941,10.53,1.9,Alix LASCAUX,30-Jun-99,FRA,1f2,,"Stade Fernand Bigot, Lillebonne (FRA)",5-Jun-21,1031
3082,2941,10.53,0.8,Mauro TRIANA,17-Dec-95,ESP,5h1,,Salamanca (ESP),5-Jun-21,1031
3083,2941,10.53,1,Denis DIMITROV,10-Feb-94,BUL,1,,"Stadium Ivaylo, Veliko Tarnovo (BUL)",5-Jun-21,1031
3084,2941,10.53,1.8,Kaishin SHIMADA,25-Nov-02,JPN,4h5,,"Lemon Gas Stadium, Hiratsuka (JPN)",5-Jun-21,1031
3085,2941,10.53,1.6,Allan LAGUI,21-Sep-99,FRA,1h1,,"Stade Philippe Mahut, Fontainebleau (FRA)",5-Jun-21,1031
3086,2941,10.53,-0.5,Jarrion LAWSON,6-May-94,USA,6,,"Nashville, TN (USA)",6-Jun-21,1034
3087,2941,10.53,1.7,Kei SEIRIKI,18-Sep-94,JPN,7h2,,"Athletic Stadium, Tottori (JPN)",6-Jun-21,1031
3088,2941,10.53,0.9,Iván Jesús RAMOS,31-Jul-90,ESP,1,,"Estadio Vallehermoso, Madrid (ESP)",6-Jun-21,1031
3089,2941,10.53,0.7,Tomáš NĚMEJC,24-Feb-00,CZE,1f1,,"Stadion Juliska, Praha (CZE)",7-Jun-21,1031
3090,2941,10.53,0.2,Confidence LAWSON,5-Sep-90,GBR,4,,"Østerbro Stadion, København (DEN)",8-Jun-21,1031
3091,2941,10.53,1,Henry NWOKE,28-Dec-02,GBR,1f1,,"Trafford Athletic Stadium, Manchester (GBR)",8-Jun-21,1031
3092,2941,10.53,-1.9,Ramil GULIYEV,29-May-90,TUR,1h3,,"Stade Delort, Marseille (FRA)",9-Jun-21,1042
3093,2941,10.53,-0.6,Joshua BROWN,27-Dec-94,GBR,2f3,,"Birmingham University Athletics Track, Birmingham (GBR)",9-Jun-21,1034
3094,2941,10.53,0,Eric Sigaki MARTINS DE JESUS,29-Jan-90,BRA,3h2,,"COTP Stadium, São Paulo (BRA)",10-Jun-21,1031
3095,2941,10.53,0.1,Brandon HEREDIA,19-Jun-99,MEX,2,,"Estadio Olímpico de Querétaro, Queretaro (MEX)",11-Jun-21,1031
3096,2941,10.53,1.4,Teray SMITH,28-Sep-94,BAH,6h1,,"Calvary Christian Academy Athletic Fields, Fort Lauderdale, FL (USA)",11-Jun-21,1031
3097,2941,10.53,-1.2,Cristian Nicusor ROIBAN,8-Aug-00,ROU,2f3,,Erzurum (TUR),12-Jun-21,1038
3098,2941,10.53,-1.4,Melbin MARCELINO,23-May-97,DOM,3h2,,Santo Domingo (DOM),12-Jun-21,1039
3099,2941,10.53,0,Harlyn PÉREZ,2-Jun-95,CUB,1sr1,,"Estadio Vallehermoso, Madrid (ESP)",12-Jun-21,1031
3100,2941,10.53,1.8,Michael POHL,18-Nov-89,GER,4f1,,"Sollentunavallen, Sollentuna (SWE)",13-Jun-21,1031
3101,2941,10.53,0.6,Karl Erik NAZAROV,17-Mar-99,EST,5f1,,Cluj-Napoca (ROU),19-Jun-21,1031
3102,2941,10.53,0.2,Thomas JONES,24-Sep-01,SWE,3f2,,Cluj-Napoca (ROU),19-Jun-21,1031
3103,2941,10.53,1.7,Gediminas TRUSKAUSKAS,2-Jan-98,LTU,4f1,,"Beroe Stadium, Stara Zagora (BUL)",19-Jun-21,1031
3104,2941,10.53,-0.3,Stavros AVGOUSTINOU,11-Aug-98,CYP,1f2,,Limassol (CYP),19-Jun-21,1032
