,0,1,2,3,4,5,6,7,8,9,10
2417,2353,10.33,,Joel LAMELA,29 JAN 1971,CUB,2,,Caracas (VEN),27 JUN 1992,1095
2418,2353,10.33,+1.2,Kastytis KLIMAS,26 APR 1969,LTU,1,,Vilnius (LTU),07 JUL 1992,1095
2419,2353,10.33,+1.8,Pál REZÁK,20 DEC 1966,HUN,1,,Budapest (HUN),23 JUN 1993,1095
2420,2353,10.33,,Hashim IBRAHIM,,NGR,2f1,,Port Harcourt (NGR),18 MAR 1994,1095
2421,2353,10.33,+1.1,Björn SINNHUBER,01 AUG 1968,GER,2,,Schriesheim (GER),18 JUN 1994,1095
2422,2353,10.33,-2.3,Solomon WARISO,11 NOV 1966,GBR,1,,Genève (SUI),19 JUN 1994,1108
2423,2353,10.33,-2.3,Sylvanus HEPBURN,02 MAR 1971,BAH,2,,Genève (SUI),19 JUN 1994,1108
2424,,,,,,,,,,,
2425,2353,10.33,+1.6,Eric PERROT,26 AUG 1969,FRA,5,,Noisy-le-Grand (FRA),02 JUL 1994,1095
2426,2353,10.33,+1.0,Ricky NALATU,01 DEC 1972,AUS,1,,Brisbane (AUS),04 FEB 1995,1095
2427,2353,10.33,0.0,Atsuo NARITA,18 JUN 1975,JPN,2sf1,,Tokyo (JPN),10 JUN 1995,1095
2428,2353,10.33,+1.7,Marques HOLIWELL,09 NOV 1976,USA,1,,"Walnut, CA (USA)",23 JUN 1995,1095
2429,2353,10.33,+1.2,Anvar KUCHMURADOV,05 JAN 1970,UZB,3f2,,Almaty (KAZ),14 JUL 1995,1095
2430,2353,10.33,+1.3,Okiki AKINREMI,29 JUN 1975,CAN,4,,Montréal (CAN),15 JUL 1995,1095
2431,2353,10.33,+0.9,Fernando RAMÍREZ,30 MAY 1974,NOR,4h2,,Oslo (NOR),21 JUL 1995,1095
2432,2353,10.33,+1.8,Yuji HIRAIWA,15 AUG 1973,JPN,1sf1,,Fukushima (JPN),16 OCT 1995,1095
2433,2353,10.33,-0.9,Chris JACKSON,04 JUN 1975,USA,2,,"Lexington, KY (USA)",17 MAY 1996,1100
2434,2353,10.33,-0.9,Marcus ROBINSON,27 FEB 1975,USA,3,,"Lexington, KY (USA)",17 MAY 1996,1100
2435,2353,10.33,+0.3,Danwei HUANG,11 OCT 1972,CHN,3,,Shijiazhuang (CHN),22 SEP 1996,1095
2436,2353,10.33,+1.7,James DUNCAN,11 FEB 1974,USA,3,,"Knoxville, TN (USA)",10 APR 1997,1095
2437,2353,10.33,+2.0,Takayuki KON,15 JUL 1977,JPN,sf,,Tokyo (JPN),12 SEP 1997,1095
2438,2353,10.33,0.0,Devon METCALF,20 MAY 1976,USA,1,,"Stillwater, MN (USA)",21 MAR 1998,1095
2439,2353,10.33,+1.7,Corey BRIDGES,30 JUN 1974,USA,2,,"Gainesville, FL (USA)",24 MAY 1998,1095
2440,2353,10.33,+1.1,Vasilios SEGKOS,24 OCT 1976,GRE,4,,Kalamata (GRE),22 MAY 1999,1095
2441,2353,10.33,-2.3,Kareem KELLY,01 APR 1981,USA,2,,"Los Angeles, CA (USA)",04 MAR 2000,1108
2442,2353,10.33,+1.0,Albert AGYEMANG,04 OCT 1977,GHA,1,,"Murfreesboro, TN (USA)",06 MAY 2000,1095
2443,2353,10.33,+1.8,Nathan BONGELO,02 DEC 1973,BEL,1,,Jambes (BEL),16 JUL 2000,1095
2444,2353,10.33,+2.0,László BABÁLY,13 NOV 1977,HUN,1,,Budapest (HUN),02 SEP 2000,1095
2445,2353,10.33,+2.0,Luiz MELLO,20 FEB 1980,USA,4,,"Sacramento, CA (USA)",18 MAY 2001,1095
2446,2353,10.33,+2.0,Frantz VALBONA,11 OCT 1977,HAI,5,,"Sacramento, CA (USA)",18 MAY 2001,1095
2447,2353,10.33,+1.5,Takao KAWABE,14 APR 1974,JPN,3h3,,Tokyo (JPN),09 JUN 2001,1095
2448,2353,10.33,+1.9,Cecilio MAESTRA,28 DEC 1980,ESP,1,,Madrid (ESP),16 JUN 2001,1095
2449,2353,10.33,+1.6,Yusuke OMAE,06 APR 1982,JPN,1,,Matsumoto (JPN),01 JUL 2001,1095
2450,2353,10.33,+1.3,Igor BLAŽEVĆ,17 FEB 1983,CRO,1f2,,Zagreb (CRO),02 JUL 2001,1095
2451,2353,10.33,+1.7,Takehiro TATEMATSU,20 MAR 1978,JPN,1h2,,Hiroshima (JPN),29 APR 2002,1095
2452,2353,10.33,+0.8,Rok PREDANIČ,28 AUG 1977,SLO,8,,Malles Venosta (ITA),13 JUL 2002,1095
2453,2353,10.33,+0.8,Rory GILPIN,15 APR 1972,JAM,9,,Malles Venosta (ITA),13 JUL 2002,1095
2454,2353,10.33,+1.9,Daniel PLUMMER,04 JAN 1981,GBR,6,,Birmingham (GBR),13 JUL 2002,1095
2455,2353,10.33,+1.9,Bruce SWAN,04 MAY 1977,GRN,1,,"Lincoln, NE (USA)",03 MAY 2003,1095
2456,2353,10.33,+1.9,Rolando BLANCO,29 DEC 1972,GUA,3,,"Azusa, CA (USA)",10 APR 2004,1095
2457,2353,10.33,+1.6,Jimmie HACKLEY,11 SEP 1975,USA,5,,Kingston (JAM),07 MAY 2004,1095
2458,2353,10.33,+2.0,Jeremy BATEMAN,,USA,1,,"Houston, TX (USA)",09 MAY 2004,1095
2459,2353,10.33,-0.6,Melvin NERO,16 NOV 1980,TTO,5,,Port-of-Spain (TTO),19 JUN 2004,1098
2460,2353,10.33,+1.5,Kris NEOFYTOU,03 MAY 1984,AUS,h,,London (GBR),25 JUL 2004,1095
2461,2353,10.33,+0.9,Joel BROWN,31 JAN 1980,USA,1,,Nivelles (BEL),15 AUG 2004,1095
2462,2353,10.33,-1.3,Shin-Ya SABURI,03 JUN 1986,JPN,1,,Tokyo (JPN),02 JUL 2005,1102
2463,2353,10.33,+1.4,Ravyn HAYWARD,23 SEP 1985,USA,1,,"Arlington, TX (USA)",01 APR 2006,1095
2464,2353,10.33,+1.2,Steve SLOWLY,18 APR 1979,JAM,4,,"Fort Worth, TX (USA)",22 APR 2006,1095
2465,2353,10.33,-0.4,Pierre VINSON,19 MAY 1984,USA,2,,Toledo (ESP),13 MAY 2006,1097
2466,2353,10.33,+1.9,Stefan WIESER,08 DEC 1984,GER,3,,Regensburg (GER),17 JUN 2006,1095
2467,2353,10.33,+1.7,Yvon Rodrigue SIALO NGBODA,17 OCT 1984,CAF,4sf1,,Nancy (FRA),21 JUL 2006,1095
2468,2353,10.33,+1.0,Wade BENNETT-JACKSON,27 FEB 1987,GBR,1h4,,"Chaoyang Sport Center, Beijing (CHN)",15 AUG 2006,1095
2469,2353,10.33,+1.7,Ryan CAMPBELL,29 MAR 1986,USA,2,,"Greeley, CO (USA)",31 MAR 2007,1095
2470,2353,10.33,+1.9,Christopher LLOYD,10 OCT 1980,DMA,1f1,,"Houston, TX (USA)",03 MAY 2008,1095
2471,2353,10.33,-0.6,Tyrell CUFFY,06 SEP 1988,CAY,1,,"Edwardsville, IL (USA)",23 MAY 2008,1098
2472,2353,10.33,+2.0,Paul SMITH,29 MAY 1984,USA,6f1,,"Provo, UT (USA)",24 MAY 2008,1095
2473,2353,10.33,+1.1,Antonio SALES,26 JAN 1989,USA,2,,"Columbus, OH (USA)",20 JUN 2008,1095
2474,2353,10.33,+1.3,Marko BRATOZ,16 JUL 1981,SLO,2,,Maribor (SLO),03 JUL 2008,1095
2475,2353,10.33,+1.1,Mikołaj LEWAŃSKI,31 AUG 1986,POL,1,,Koszalin (POL),30 AUG 2008,1095
2476,2353,10.33,+1.8,DeMarcus BROOKS,08 SEP 1989,USA,1f1,,"Memphis, TN (USA)",18 APR 2009,1095
2477,2353,10.33,+0.3,Bryan BROWN,30 NOV 1989,CRC,1f1,,Ponce (PUR),16 MAY 2009,1095
2478,2353,10.33,-0.8,Roman SMIRNOV,02 SEP 1984,RUS,1,,Sochi (RUS),20 MAY 2009,1099
2479,2353,10.33,+1.6,Mike MYER,17 JUL 1987,USA,1h1,,"Norman, OK (USA)",29 MAY 2009,1095
2480,2353,10.33,+1.4,Lamaar THOMAS,23 APR 1990,USA,2,,"Albuquerque, NM (USA)",15 MAY 2010,1095
2481,2353,10.33,+1.6,James LAW,08 OCT 1980,USA,1h3,,"Greensboro, NC (USA)",16 MAY 2010,1095
2482,2353,10.33,+1.9,Stephen HEADLEY,24 JAN 1988,BAR,1,,"Berea, OH (USA)",29 MAY 2010,1095
2483,2353,10.33,+1.8,Ho-sua YEO,05 APR 1987,KOR,2sf2,,Daegu (KOR),07 JUN 2010,1095
2484,2353,10.33,+1.9,Trevante RHODES,10 FEB 1990,USA,2,,"Austin, TX (USA)",25 MAR 2011,1095
2485,2353,10.33,+0.3,Tazz PETTY,14 FEB 1985,USA,1f1,,"Lynchburg, VA (USA)",05 MAY 2011,1095
2486,2353,10.33,+2.0,Jaylon HICKS,13 APR 1993,USA,1h7,,"Wichita, KS (USA)",29 JUL 2011,1095
2487,2353,10.33,+1.6,Whitney PREVOST,18 SEP 1988,USA,4f2,,"Waco, TX (USA)",21 APR 2012,1095
2488,2353,10.33,+1.9,Vyacheslav MURAVYEV,14 JUL 1982,KAZ,1,,Almaty (KAZ),04 MAY 2012,1095
2489,2353,10.33,+1.6,Keyth TALLEY,03 MAR 1990,USA,4,,"Baton Rouge, LA (USA)",13 MAY 2012,1095
2490,2353,10.33,+1.9,Bemba KABA,31 JAN 1987,FRA,2f1,,Bonneuil-sur-Marne (FRA),25 MAY 2012,1095
2491,2353,10.33,+0.3,Kamil KRYŃSKI,12 MAY 1987,POL,2,,Bielsko-Biala (POL),15 JUN 2012,1095
2492,2353,10.33,+1.3,Siphelo NQGABAZA,04 FEB 1993,RSA,2,,Lusaka (ZAM),11 DEC 2012,1095
2493,2353,10.33,+1.6,Brent LEE,14 JUN 1990,USA,3,,"Austin, TX (USA)",30 MAR 2013,1095
2494,2353,10.33,+0.7,Khalfani MUHAMMAD,26 SEP 1994,PUR,1f1,,"Clovis, CA (USA)",31 MAY 2013,1095
2495,2353,10.33,+1.2,Konstantin PETRYASHOV,16 DEC 1983,RUS,1f2,,Viljandi (EST),02 JUL 2013,1095
2496,2353,10.33,+0.7,Omar JOHNSON,25 NOV 1988,JAM,2f1,,"El Paso, TX (USA)",22 MAR 2014,1095
2497,2353,10.33,+0.1,Kameron COWAN,17 JAN 1991,USA,2,,"Baton Rouge, LA (USA)",04 APR 2014,1095
2498,2353,10.33,+1.7,Lorenzo BILOTTI,21 SEP 1994,ITA,2,,Aubagne (FRA),14 JUN 2014,1095
2499,2353,10.33,,Onyeaku CHUKWUMA,09 JUN 1987,NGR,3h2,,Calabar (NGR),19 JUN 2014,1095
2500,2353,10.33,+1.9,Elijah SKERVIN,01 APR 1992,GBR,3sf1,,Bedford (GBR),23 AUG 2014,1095
2501,2353,10.33,+1.0,Angelo CABRERA,27 SEP 1991,USA,3,,"Greensboro, NC (USA)",02 MAY 2015,1095
2502,2353,10.33,+0.4,Cameron HUDSON,03 MAY 1994,USA,9,,"Starkville, MS (USA)",16 MAY 2015,1095
2503,2353,10.33,+1.3,Robert POLKOWSKI,22 JUL 1994,GER,1h6,,"Clermont, FL (USA)",16 MAY 2015,1095
2504,2353,10.33,+1.8,Brandon STRYGANEK,07 JAN 1993,USA,2h2,,"Austin, TX (USA)",28 MAY 2015,1095
2505,2353,10.33,+1.8,Vitaliy KORZH,05 OCT 1987,UKR,1h2,,St. Pölten (AUT),04 JUN 2015,1095
2506,2353,10.33,+2.0,Drelan BRAMWELL,13 APR 1994,CAN,1h2,,Windsor (CAN),12 JUN 2015,1095
2507,2353,10.33,+1.0,Takumi MASUDA,11 FEB 1997,JPN,1,,Okayama (JPN),09 APR 2016,1095
2508,2353,10.33,+1.9,Hassan SAAID,04 MAR 1992,MDV,1f8,,Kingston (JAM),16 APR 2016,1095
2509,2353,10.33,+1.6,Quashawn CUNNINGHAM,03 APR 1996,USA,2f1,,"Charlottesville, VA (USA)",22 APR 2016,1095
2510,2353,10.33,+1.3,Confidence LAWSON,05 SEP 1990,GBR,3f3,,"Clermont, FL (USA)",30 APR 2016,1095
2511,2353,10.33,+0.4,Yohandris DE LA CRUZ,05 JUL 1990,DOM,3sf1,,Rio de Janeiro (BRA),14 MAY 2016,1095
2512,2353,10.33,+1.5,Eli PENICK,,USA,1,,"Long Beach, CA (USA)",14 MAY 2016,1095
2513,2353,10.33,+1.7,Pierre Alexis PESSONNEAUX,25 NOV 1987,FRA,1f1,,Vénissieux (FRA),04 JUN 2016,1095
2514,2353,10.33,+1.6,Charles JACKSON,25 JUL 1988,USA,1f5,,"Lake Charles, LA (USA)",08 APR 2017,1095
2515,2353,10.33,+0.9,Josh WASHINGTON,,USA,3h4,,"Columbia, SC (USA)",12 MAY 2017,1095
2516,2353,10.33,+1.2,Rechmial MILLER,27 JUN 1998,GBR,2f2,,Lee Valley (GBR),24 MAY 2017,1095
2517,2353,10.33,+1.2,Reginald THOMAS,,USA,2h2,,"Bradenton, FL (USA)",25 MAY 2017,1095
2518,2353,10.33,+0.5,Kemar GREEN,,JAM,8sf1,,Kingston (JAM),23 JUN 2017,1095
2519,2353,10.33,+0.9,Dylan SICOBO,27 FEB 1997,SEY,1h1,,Abidjan (CIV),23 JUL 2017,1095
2520,2353,10.33,+0.5,Terryon CONWELL,25 JUL 1998,USA,1f5,,"Starkville, MS (USA)",24 MAR 2018,1095
2521,2353,10.33,+1.8,Mikaal-il MOHAMED,10 JUN 2001,RSA,2,,Paarl (RSA),05 APR 2018,1095
2522,2353,10.33,+1.6,Dwight ST. HILLAIRE,05 DEC 1997,TTO,5f1,,"Knoxville, TN (USA)",13 APR 2018,1095
2523,2353,10.33,+2.0,Shaun SHIVERS,20 JUL 1998,USA,2,,"Fort Lauderdale, FL (USA)",25 APR 2018,1095
2524,2353,10.33,+1.0,Tashinga CHITAMBIRA,03 JAN 1993,ZIM,1,,"Mount Olive, NC (USA)",13 MAY 2018,1095
2525,,,,,,,,,,,
2526,2353,10.33,+0.8,Austin KRATZ,20 AUG 1999,USA,2,,"Boston, MA (USA)",20 MAY 2018,1095
2527,2353,10.33,-0.7,Alexis NIEVES,19 MAR 1995,VEN,6,,Cochabamba (BOL),06 JUN 2018,1099
2528,2353,10.33,-0.6,Vitor Hugo DE MIRANDA,11 DEC 1996,BRA,1h2,,Leverkusen (GER),16 JUN 2018,1098
2529,2353,10.33,+1.8,Steven MÜLLER,15 SEP 1990,GER,1f2,,Rhede (GER),16 JUN 2018,1095
2530,2353,10.33,+1.0,Ionuț Andrei NEAGOE,11 JUN 1994,ROU,1,,Pitesti (ROU),30 JUN 2018,1095
2531,2353,10.33,+1.5,Zane BRANCO,04 JAN 2000,AUS,2f1,,Jämsä (FIN),01 JUL 2018,1095
2532,2353,10.33,+0.5,Chad MILLER,31 MAR 2000,GBR,1h3,,"Ratina Stadium, Tampere (FIN)",10 JUL 2018,1095
2533,2353,10.33,+1.4,Satoru FUKUSHIMA,19 JAN 2000,JPN,4sf2,,"Ratina Stadium, Tampere (FIN)",11 JUL 2018,1095
2534,2353,10.33,+1.9,Vidya SAGAR,10 JUN 1992,IND,2,,Jalahalli (IND),20 SEP 2018,1095
2535,2353,10.33,+1.9,Tyler SMITH,,USA,1f11,,"Lake Charles, LA (USA)",09 MAR 2019,1095
2536,2353,10.33,+1.5,Jonte BAKER,,USA,3f1,,"Azusa, CA (USA)",19 APR 2019,1095
2537,2353,10.33,+1.1,Andre EDWARDS,20 SEP 1999,JAM,2f1,,"Canyon, TX (USA)",20 APR 2019,1095
2538,2353,10.33,+0.8,Terence WARE,1998,USA,7qf2,,"Sacramento, CA (USA)",24 MAY 2019,1095
2539,2353,10.33,+1.1,Luxon GLOR,15 JUL 1997,CAN,7,,Queretaro (MEX),05 JUL 2019,1095
2540,2353,10.33,-0.4,Kayhan ÖZER,11 JUN 1998,TUR,1f1,,Erzurum (TUR),24 JUL 2019,1097
2541,2353,10.33,+1.0,Da'marcus FLEMING,21 DEC 2001,USA,1,,"Traz Powell Stadium - MDC North, Miami, FL (USA)",15 FEB 2020,1095
2542,2353,10.33,+1.1,Svetlin IVANOV,03 AUG 1999,BUL,1,,"Deveti Septemvri Stadium, Plovdiv (BUL)",14 JUL 2020,1095
2543,2353,10.33,+2.0,Eric ALLEN,23 AUG 1999,USA,2f1,,"Aztrack Sports Deck, San Diego, CA (USA)",27 MAR 2021,1095
2544,2353,10.33,+0.8,Kenroy HIGGINS,,USA,3f1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",17 APR 2021,1095
2545,2353,10.33,0.0,Jordan WATSON-BROWN,05 FEB 1998,GBR,1h1,,"LAZ Wien, Wien (AUT)",15 MAY 2021,1095
2546,2353,10.33,+1.0,Ricky PETRUCCIANI,30 JUN 2000,SUI,2f2,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1095
2547,2353,10.33,+1.3,Tazana Mikkel KAMANGA-DYRBAK,12 JAN 2002,DEN,1h1,,"Greve Stadion, Greve (DEN)",30 MAY 2021,1095
2548,2353,10.33,+1.6,Gediminas TRUSKAUSKAS,02 JAN 1998,LTU,1h1,,"Leichtathletikarena, Eisenstadt (AUT)",09 JUN 2021,1095
2549,2353,10.33,+1.9,Nazzio JOHN,24 MAR 2003,GRN,3,,"Hayward Field, Eugene, OR (USA)",02 JUL 2021,1095
2550,2353,10.33,+1.6,Aaron BELL,2002,USA,2,,"Renton Memorial Stadium, Seattle, WA (USA)",02 JUL 2021,1095
2551,2526,10.34,,Hartmut SCHELTER,22 MAY 1943,GDR,2h6,,"Estadio Olímpico, Ciudad de México (MEX)",13 OCT 1968,1092
2552,2526,10.34,+1.6,Hideo IIJIMA,1944,JPN,8sf1,,"Estadio Olímpico, Ciudad de México (MEX)",14 OCT 1968,1092
2553,2526,10.34,+1.3,Delano MERIWETHER,23 APR 1943,USA,3,,Cali (COL),01 AUG 1971,1092
2554,2526,10.34,,Krzysztof IWAŃSKI,09 AUG 1950,POL,1h,,Warszawa (POL),17 JUN 1973,1092
2555,2526,10.34,+1.5,Aleksandr KORNELYUK,28 JUN 1950,URS,2,,Edinburgh (GBR),08 SEP 1973,1092
2556,2526,10.34,,Larry BROWN,23 MAR 1951,USA,2,,Ciudad de México (MEX),04 OCT 1975,1092
2557,2526,10.34,+2.0,Lambert MICHA,15 FEB 1950,BEL,2,,Lille (FRA),26 JUN 1976,1092
2558,2526,10.34,,Ricci GARDNER,07 JUN 1956,USA,2,,"Knoxville, TN (USA)",16 APR 1977,1092
2559,2526,10.34,+1.2,Randy WILLIAMS,23 AUG 1953,USA,2f1,,"Modesto, CA (USA)",21 MAY 1977,1092
2560,2526,10.34,+0.6,Lutz JÄNICKE,08 NOV 1953,GER,2sf3,,Sofia (BUL),16 AUG 1977,1092
2561,2526,10.34,+0.2,Kevin WILLIAMS,07 JAN 1958,USA,3,,"Westwood, CA (USA)",29 APR 1978,1092
2562,2526,10.34,+1.6,Dieter GEBHARD,14 FEB 1952,FRG,1,,Innsbruck (AUT),19 MAY 1979,1092
2563,2526,10.34,,John THOMAS,22 FEB 1960,USA,2,,"Wichita, KS (USA)",26 MAY 1979,1092
2564,2526,10.34,+0.6,Mal-guh SU,16 MAR 1956,KOR,2h1,,Ciudad de México (MEX),08 SEP 1979,1092
2565,2526,10.34,+0.2,Floyd BROWN,08 SEP 1957,JAM,4h7,,Ciudad de México (MEX),08 SEP 1979,1092
2566,2526,10.34,+1.2,Kevin NANCE,07 DEC 1953,USA,2h4,,"Walnut, CA (USA)",13 JUN 1980,1092
2567,2526,10.34,+0.2,Ted BOYD,11 APR 1961,USA,2,,"Tallahassee, FL (USA)",18 APR 1981,1092
2568,2526,10.34,+1.4,Ben MCLEOD,13 FEB 1960,USA,1h3,,"Murray, KY (USA)",25 APR 1981,1092
2569,2526,10.34,,Albert LAWRENCE,26 APR 1961,JAM,2,,"Brownwood, TX (USA)",28 APR 1981,1092
2570,2526,10.34,0.0,Luis Alberto SCHNEIDER,21 NOV 1959,CHI,3h2,,Ciudad Bolívar (VEN),14 AUG 1981,1092
2571,2526,10.34,+1.3,Peter GANDY,02 SEP 1961,AUS,3,,Adelaide (AUS),11 JAN 1982,1092
2572,2526,10.34,+1.0,Steven HALL,20 FEB 1963,USA,2,,"San Angelo, TX (USA)",20 MAY 1983,1092
2573,2526,10.34,+1.9,Hartmut RÖHL,08 JUL 1961,GDR,3h3,,Berlin (GER),08 JUN 1983,1092
2574,2526,10.34,+1.8,Drew MCMASTER,10 MAY 1957,GBR,1,,Antrim (GBR),09 JUL 1983,1092
2575,2526,10.34,+1.8,Augustin YOUNG,19 SEP 1961,JAM,1,,"Chapel Hill, NC (USA)",21 APR 1984,1092
2576,2526,10.34,,Larnell THOMAS,28 FEB 1964,USA,2,,"Pasadena, CA (USA)",27 APR 1984,1092
2577,2526,10.34,+1.1,Mikhail URYADNIKOV,23 OCT 1959,URS,2qf2,,Kiev (URS),20 JUN 1984,1092
2578,2526,10.34,+1.6,John SIMPSON,24 FEB 1966,USA,3,,"Waco, TX (USA)",20 APR 1985,1092
2579,2526,10.34,+1.0,Gerald WHITE,21 MAY 1963,USA,2f1,,"Walnut, CA (USA)",27 APR 1985,1092
2580,2526,10.34,+0.4,Don YOUNG,31 MAR 1964,USA,1h1,,"Bakersfield, CA (USA)",04 MAY 1985,1092
2581,2526,10.34,+1.7,Carlo SIMIONATO,07 JAN 1961,ITA,1,,Ravenna (ITA),03 JUL 1985,1092
2582,2526,10.34,,Dave SMITH,15 OCT 1960,JAM,3,,Kingston (JAM),03 MAY 1986,1092
2583,2526,10.34,+0.8,Piotr WASZEK,26 JUN 1960,POL,1,,Słupsk (POL),07 JUN 1986,1092
2584,2526,10.34,-1.7,Chris PERRY,21 FEB 1959,AUS,1h4,,London (GBR),20 JUN 1986,1102
2585,2526,10.34,+0.6,Rod WOODSON,10 MAR 1965,USA,6,,"Westwood, CA (USA)",16 MAY 1987,1092
2586,2526,10.34,+0.2,Hirohisa OTA,21 DEC 1965,JPN,1,,Osaka (JPN),06 JUN 1987,1092
2587,2526,10.34,+0.9,Ron MCCREE,21 MAR 1968,USA,2h1,,"Tucson, AZ (USA)",19 JUN 1987,1092
2588,2526,10.34,+0.8,Mustapha Kamel SELMI,03 JUL 1965,ALG,1sf3,,Nairobi (KEN),08 AUG 1987,1092
2589,2526,10.34,,Ronnell BARCLAY,25 OCT 1966,TTO,1,,"Houston, TX (USA)",19 MAR 1988,1092
2590,2526,10.34,,Tarrell CARPENTER,10 JUL 1967,USA,1,,"Raleigh, NC (USA)",01 APR 1988,1092
2591,2526,10.34,+0.8,Sammie SMITH,16 MAY 1967,USA,2,,"Tallahassee, FL (USA)",23 APR 1988,1092
2592,2526,10.34,,Art CASWELL,17 SEP 1968,USA,1h4,,"Odessa, TX (USA)",19 MAY 1988,1092
2593,2526,10.34,+0.8,Sergey KUDRYAVTSEV,07 MAY 1966,URS,1,,Leningrad (URS),18 JUN 1988,1092
2594,2526,10.34,+1.3,Barrington WILLIAMS,11 SEP 1955,GBR,3,,Birmingham (GBR),05 AUG 1988,1092
2595,2526,10.34,+1.6,Michele LAZAZZERA,24 JAN 1968,ITA,1f3,,Sestriere (ITA),11 AUG 1988,1092
2596,2526,10.34,+1.1,Dwight FRAZIER,28 MAR 1967,USA,3,,"Athens, GA (USA)",19 MAR 1989,1092
2597,2526,10.34,,Jianming CAI,01 AUG 1963,CHN,1,,Hefei (CHN),26 MAY 1989,1092
2598,2526,10.34,,Lee MILES,18 JUL 1969,USA,1,,"San Antonio, TX (USA)",17 MAR 1990,1092
2599,2526,10.34,+1.7,Derrick LOVE,23 DEC 1970,USA,1f1,,"Claremont, CA (USA)",17 MAR 1990,1092
2600,2526,10.34,+1.8,Oliver DANIELS,19 JAN 1964,LBR,1f2,,"Claremont, CA (USA)",17 MAR 1990,1092
2601,2526,10.34,-1.9,Aleksandr GROMYKO,04 MAY 1967,URS,1,,Moskva (URS),25 AUG 1990,1103
2602,2526,10.34,+1.2,Fernando Rodolfo BOTASSO,21 FEB 1970,BRA,2,,Manaus (BRA),16 SEP 1990,1092
2603,2526,10.34,+0.8,Horace DOVE-EDWIN,10 FEB 1967,SLE,1f1,,"Modesto, CA (USA)",11 MAY 1991,1092
2604,2526,10.34,+0.2,James BULLOCK,22 OCT 1968,USA,1,,"Tempe, AZ (USA)",19 MAY 1991,1092
2605,2526,10.34,+0.2,Aleksandr NADUDA,13 MAY 1961,URS,2,,Kiev (URS),19 JUN 1991,1092
2606,2526,10.34,+0.8,Thomas RENNER,24 DEC 1967,AUT,7,,Linz (AUT),05 JUL 1991,1092
2607,2526,10.34,,Tyrance WESLEY,14 OCT 1971,USA,1,,"Fort Collins, CO (USA)",28 MAR 1992,1092
2608,2526,10.34,+1.7,Ed WILLIAMS,12 JUL 1969,USA,,,"Fayetteville, AR (USA)",04 APR 1992,1092
2609,2526,10.34,+1.3,Ron HANCOCK,01 JUL 1969,USA,3,,"Arlington, TX (USA)",02 MAY 1992,1092
2610,2526,10.34,+0.2,Eric CLEMONS,25 JUL 1971,USA,2,,"San Angelo, TX (USA)",30 MAY 1992,1092
2611,2526,10.34,,Driss BENSADDOU,01 DEC 1967,MAR,1,,Casablanca (MAR),02 JUL 1992,1092
2612,2526,10.34,+1.1,Franz RATZENBERGER,30 MAR 1965,AUT,3f2,,Linz (AUT),13 AUG 1992,1092
2613,2526,10.34,+1.4,Sheddric FIELDS,13 APR 1973,USA,1,,"Los Angeles, CA (USA)",10 APR 1993,1092
2614,2526,10.34,,Ray NELSON,20 DEC 1971,JAM,1,,"Flagstaff, AZ (USA)",08 MAY 1993,1092
2615,2526,10.34,,Nigel STODDART,19 JUL 1966,JAM,1,,"Albany, NY (USA)",24 JUL 1993,1092
2616,2526,10.34,+1.8,Nelson BOATENG,14 MAY 1968,GHA,1h3,,Luxembourg (LUX),30 JUL 1993,1092
2617,2526,10.34,+1.7,Saad Muftah MUBARAK AL KUWARI,28 MAR 1964,QAT,2,,Doha (QAT),06 APR 1994,1092
2618,2526,10.34,,Sylvester OMODIALE,05 SEP 1977,NGR,2,,Benin City (NGR),28 MAY 1994,1092
2619,2526,10.34,-2.3,Laurent LECONTE,03 MAR 1968,FRA,3,,Genève (SUI),19 JUN 1994,1105
2620,2526,10.34,+0.9,Lars HEDNER,27 MAY 1967,SWE,2,,Göteborg (SWE),29 JUL 1994,1092
2621,2526,10.34,+0.4,Sébastien CARRAT,20 MAY 1974,FRA,1,,Basel (SUI),10 JUN 1995,1092
2622,2526,10.34,+1.5,Jason HENDRIX,24 OCT 1972,USA,h,,"Fresno, CA (USA)",13 APR 1996,1092
2623,2526,10.34,+0.5,Dontra BOYKINS,19 APR 1974,USA,1,,"Riverside, CA (USA)",23 MAY 1996,1092
2624,2526,10.34,+1.6,Jörg DEERBERG,01 FEB 1971,GER,3f2,,"Estadio de la Comunidad, Madrid (ESP)",01 JUN 1996,1092
2625,2526,10.34,+1.0,Luís CUNHA,05 NOV 1964,POR,2,,Maia (POR),15 JUN 1996,1092
2626,,,,,,,,,,,
2627,2526,10.34,+1.2,Ahmed DOUHOU,14 DEC 1976,CIV,4sf,,Evry-Bondoufle (FRA),22 JUN 1996,1092
2628,2526,10.34,+1.0,Martin BRIŇARSKÝ,23 JAN 1976,SVK,1,,Ostrava (CZE),22 JUN 1996,1092
2629,2526,10.34,+1.9,Ryo SUZUKI,05 OCT 1976,JPN,1,,Shizuoka (JPN),13 JUL 1996,1092
2630,2526,10.34,0.0,Alex MENAL,09 AUG 1972,FRA,1,,La Chaux-de-Fonds (SUI),18 AUG 1996,1092
2631,2526,10.34,0.0,Luis DIOKE,1978,NGR,h,,Benin City (NGR),21 MAR 1997,1092
