,0,1,2,3,4,5,6,7,8,9
0,,,,,,,,,,
1,1,43.85,Randolph ROSS,01 JAN 2001,USA,1,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1261
2,2,44.07,Michael NORMAN,03 DEC 1997,USA,1,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1245
3,3,44.27,Michael NORMAN,03 DEC 1997,USA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1231
4,4,44.30,Noah WILLIAMS,,USA,1f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1229
5,5,44.35,Michael CHERRY,23 MAR 1995,USA,2,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1225
6,6,44.37,Noah WILLIAMS,,USA,1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1224
7,6,44.37,Michael CHERRY,23 MAR 1995,USA,1f3,,"Fort Worth, TX (USA)",18 MAY 2021,1224
8,8,44.40,Michael NORMAN,03 DEC 1997,USA,1f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1222
9,9,44.44,Bryce DEADMON,26 MAR 1997,USA,2,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1219
10,10,44.47,Isaac MAKWALA,24 SEP 1985,BOT,1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1217
11,10,44.47,Steven GARDINER,12 SEP 1995,BAH,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1217
12,12,44.50,Bryce DEADMON,26 MAR 1997,USA,2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1215
13,12,44.50,Michael CHERRY,23 MAR 1995,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1215
14,14,44.51,Anthony José ZAMBRANO,17 JAN 1998,COL,1f1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1214
15,15,44.52,Trevor STEWART,20 MAY 1997,USA,1f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1213
16,15,44.52,Steven GARDINER,12 SEP 1995,BAH,1f1,,"The Bahamas National Stadium, Nassau (BAH)",26 JUN 2021,1213
17,17,44.55,Trevor STEWART,20 MAY 1997,USA,1q5,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1211
18,18,44.56,Wayde VAN NIEKERK,15 JUL 1992,RSA,2f1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1211
19,19,44.57,Anthony José ZAMBRANO,17 JAN 1998,COL,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1210
20,19,44.57,Bryce DEADMON,26 MAR 1997,USA,1h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1210
21,21,44.58,Bryce DEADMON,26 MAR 1997,USA,2f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1209
22,21,44.58,Bryce DEADMON,26 MAR 1997,USA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1209
23,23,44.59,Trevor STEWART,20 MAY 1997,USA,1h1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1208
24,24,44.60,Randolph ROSS,01 JAN 2001,USA,1,,"Irwin Belk Track, Greensboro, NC (USA)",08 MAY 2021,1208
25,24,44.60,Fred KERLEY,07 MAY 1995,USA,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1208
26,26,44.61,Elija GODWIN,01 JUL 1999,USA,3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1207
27,26,44.61,Kirani JAMES,01 SEP 1992,GRN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1207
28,28,44.62,Bryce DEADMON,26 MAR 1997,USA,1,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1206
29,29,44.63,Randolph ROSS,01 JAN 2001,USA,1q1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1206
30,29,44.63,Kirani JAMES,01 SEP 1992,GRN,1,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1206
31,31,44.64,Vernon NORWOOD,10 APR 1992,USA,1f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",01 MAY 2021,1205
32,32,44.65,Isaac MAKWALA,24 SEP 1985,BOT,1h1,,"National Stadium, Gaborone (BOT)",15 MAY 2021,1204
33,32,44.65,Michael NORMAN,03 DEC 1997,USA,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1204
34,34,44.67,Michael NORMAN,03 DEC 1997,USA,1,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1203
35,35,44.69,Randolph ROSS,01 JAN 2001,USA,2f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1201
36,35,44.69,Michael CHERRY,23 MAR 1995,USA,4,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1201
37,37,44.71,Johnnie BLOCKBURGER,12 JUL 2002,USA,1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",10 APR 2021,1200
38,37,44.71,Steven GARDINER,12 SEP 1995,BAH,1f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",17 APR 2021,1200
39,39,44.73,Michael NORMAN,03 DEC 1997,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1199
40,39,44.73,Deon LENDORE,28 OCT 1992,TTO,2,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1199
41,41,44.74,Dwight ST. HILLAIRE,05 DEC 1997,TTO,1f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",03 APR 2021,1198
42,41,44.74,Kirani JAMES,01 SEP 1992,GRN,1,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1198
43,41,44.74,Michael CHERRY,23 MAR 1995,USA,1f2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1198
44,41,44.74,Fred KERLEY,07 MAY 1995,USA,1,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1198
45,41,44.74,Randolph ROSS,01 JAN 2001,USA,3,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1198
46,46,44.75,Trevor STEWART,20 MAY 1997,USA,1h1,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1197
47,47,44.76,Anthony José ZAMBRANO,17 JAN 1998,COL,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1196
48,48,44.80,Liemarvin BONEVACIA,05 APR 1989,NED,3,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1194
49,49,44.81,Jacory PATTERSON,02 FEB 2000,USA,2f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",03 APR 2021,1193
50,49,44.81,Elija GODWIN,01 JUL 1999,USA,1h3,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1193
51,51,44.83,Vernon NORWOOD,10 APR 1992,USA,4,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1192
52,52,44.85,Randolph ROSS,01 JAN 2001,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1190
53,53,44.86,Michael CHERRY,23 MAR 1995,USA,2f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1190
54,53,44.86,Randolph ROSS,01 JAN 2001,USA,1h2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1190
55,53,44.86,Michael CHERRY,23 MAR 1995,USA,1h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1190
56,53,44.86,Wilbert LONDON,17 AUG 1997,USA,5,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1190
57,57,44.87,Vernon NORWOOD,10 APR 1992,USA,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1189
58,57,44.87,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,,"Stadion Allmend, Luzern (SUI)",29 JUN 2021,1189
59,59,44.88,Kirani JAMES,01 SEP 1992,GRN,1f3,,"GCU Track & Field, Phoenix, AZ (USA)",24 APR 2021,1188
60,60,44.90,Trevor STEWART,20 MAY 1997,USA,4,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1187
61,61,44.91,Anthony José ZAMBRANO,17 JAN 1998,COL,1f1,,Salamanca (ESP),05 JUN 2021,1186
62,62,44.92,Wilbert LONDON,17 AUG 1997,USA,3sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1185
63,62,44.92,Vernon NORWOOD,10 APR 1992,USA,5,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1185
64,64,44.93,Noah WILLIAMS,,USA,3,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1185
65,65,44.94,Elija GODWIN,01 JUL 1999,USA,6,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1184
66,66,44.96,Trevor STEWART,20 MAY 1997,USA,4,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1183
67,66,44.96,Bryce DEADMON,26 MAR 1997,USA,7,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1183
68,68,44.97,Rai BENJAMIN,27 JUL 1997,USA,2,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1182
69,69,44.99,Liemarvin BONEVACIA,05 APR 1989,NED,1,,"AV Sprint Breda, Breda (NED)",27 JUN 2021,1180
70,70,45.00,Justin ROBINSON,30 MAR 2002,USA,2f2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1180
71,70,45.00,Wilbert LONDON,17 AUG 1997,USA,8,,"Hayward Field, Eugene, OR (USA)",20 JUN 2021,1180
72,72,45.01,Alexander OGANDO,03 MAY 2000,DOM,1f1,,"Estadio Iberoamericano, Huelva (ESP)",03 JUN 2021,1179
73,72,45.01,Liemarvin BONEVACIA,05 APR 1989,NED,1f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1179
74,74,45.02,Ricky PETRUCCIANI,30 JUN 2000,SUI,1f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1178
75,75,45.03,Zakhiti NENE,02 APR 1998,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1178
76,75,45.03,Isaac MAKWALA,24 SEP 1985,BOT,6,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1178
77,77,45.04,Trevor STEWART,20 MAY 1997,USA,2,,"Irwin Belk Track, Greensboro, NC (USA)",08 MAY 2021,1177
78,77,45.04,Deon LENDORE,28 OCT 1992,TTO,3f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1177
79,77,45.04,Sean BAILEY,15 JUL 1997,JAM,1,,"National Stadium, Kingston (JAM)",27 JUN 2021,1177
80,80,45.05,Trevor STEWART,20 MAY 1997,USA,4sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1176
81,81,45.06,Bryce DEADMON,26 MAR 1997,USA,1h4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1176
82,81,45.06,Steven GARDINER,12 SEP 1995,BAH,1,,"Nashville, TN (USA)",06 JUN 2021,1176
83,83,45.07,Jochem DOBBER,08 JUL 1997,NED,2,,"AV Sprint Breda, Breda (NED)",27 JUN 2021,1175
84,84,45.08,Wilbert LONDON,17 AUG 1997,USA,1f2,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1174
85,85,45.09,Alexander OGANDO,03 MAY 2000,DOM,1,,"Estadio Luguelín Santos, Santo Domingo (DOM)",27 MAR 2021,1174
86,86,45.10,Elija GODWIN,01 JUL 1999,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1173
87,87,45.12,Ryan WILLIE,24 JUN 2002,USA,3f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",03 APR 2021,1171
88,87,45.12,Dwight ST. HILLAIRE,05 DEC 1997,TTO,4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1171
89,87,45.12,Vernon NORWOOD,10 APR 1992,USA,5sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1171
90,90,45.13,Michael BLUTH,,USA,2h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1171
91,90,45.13,Christopher TAYLOR,01 OCT 1999,JAM,2,,"National Stadium, Kingston (JAM)",27 JUN 2021,1171
92,92,45.14,Jacory PATTERSON,02 FEB 2000,USA,1,,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1170
93,92,45.14,Karol ZALEWSKI,07 AUG 1993,POL,2,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1170
94,94,45.16,Deon LENDORE,28 OCT 1992,TTO,3f2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1169
95,94,45.16,Deon LENDORE,28 OCT 1992,TTO,h3,,"The Bahamas National Stadium, Nassau (BAH)",25 JUN 2021,1169
96,96,45.17,Vernon NORWOOD,10 APR 1992,USA,1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1168
97,96,45.17,Tyler JOHNSON,11 FEB 1998,USA,1f1,,"Jesse Owens Stadium, Columbus, OH (USA)",01 MAY 2021,1168
98,96,45.17,Bryce DEADMON,26 MAR 1997,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1168
99,96,45.17,Karayme BARTLEY,10 SEP 1995,JAM,3,,"National Stadium, Kingston (JAM)",27 JUN 2021,1168
100,96,45.17,Jonathan SACOOR,01 SEP 1999,BEL,2f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1168
101,,,,,,,,,,
102,101,45.18,Tyler TERRY,03 DEC 1997,USA,2f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",01 MAY 2021,1167
103,101,45.18,Jonathon SAWYER,,USA,2h2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1167
104,101,45.18,Michael NORMAN,03 DEC 1997,USA,2h3,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1167
105,104,45.20,Dwight ST. HILLAIRE,05 DEC 1997,TTO,5,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1166
106,105,45.21,Elija GODWIN,01 JUL 1999,USA,2h4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1165
107,105,45.21,Noah WILLIAMS,,USA,2h1,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1165
108,107,45.23,Justin ROBINSON,30 MAR 2002,USA,1,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1164
109,107,45.23,Wilbert LONDON,17 AUG 1997,USA,1f1,,"Mike A. Myers Stadium, Austin, TX (USA)",01 MAY 2021,1164
110,109,45.24,Sean BAILEY,15 JUL 1997,JAM,1,,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",16 MAY 2021,1163
111,109,45.24,Randolph ROSS,01 JAN 2001,USA,1sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1163
112,111,45.25,Christopher BAILEY,,USA,1f1,,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",26 MAR 2021,1162
113,111,45.25,Johnnie BLOCKBURGER,12 JUL 2002,USA,1f1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",01 MAY 2021,1162
114,113,45.27,Ditiro NZAMANI,29 JAN 2000,BOT,1f2,,"Ruimsig Stadium, Roodepoort, Johannesburg (RSA)",23 MAR 2021,1161
115,113,45.27,Dwight ST. HILLAIRE,05 DEC 1997,TTO,1h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1161
116,113,45.27,Leungo SCOTCH,28 FEB 1996,BOT,1f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",29 MAY 2021,1161
117,113,45.27,Jochem DOBBER,08 JUL 1997,NED,5,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1161
118,117,45.28,Lidio Andres FELIZ,26 JUN 1997,DOM,2,,"Estadio Luguelín Santos, Santo Domingo (DOM)",27 MAR 2021,1160
119,117,45.28,Vernon NORWOOD,10 APR 1992,USA,2,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1160
120,119,45.29,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,4f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1160
121,120,45.30,Jochem DOBBER,08 JUL 1997,NED,3,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1159
122,120,45.30,​Demish GAYE,20 JAN 1993,JAM,4,,"National Stadium, Kingston (JAM)",27 JUN 2021,1159
123,122,45.31,Wilbert LONDON,17 AUG 1997,USA,2,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1158
124,122,45.31,Wilbert LONDON,17 AUG 1997,USA,5f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1158
125,122,45.31,Tyler JOHNSON,11 FEB 1998,USA,2h1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1158
126,122,45.31,Sean BAILEY,15 JUL 1997,JAM,1h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1158
127,122,45.31,Christopher TAYLOR,01 OCT 1999,JAM,1sf1,,"National Stadium, Kingston (JAM)",26 JUN 2021,1158
128,127,45.33,Tyler JOHNSON,11 FEB 1998,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1157
129,128,45.34,Elija GODWIN,01 JUL 1999,USA,1f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",17 APR 2021,1156
130,128,45.34,Ryan WILLIE,24 JUN 2002,USA,2h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1156
131,128,45.34,Alexander DOOM,25 APR 1997,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",27 JUN 2021,1156
132,128,45.34,Machel CEDENIO,06 SEP 1995,TTO,2f2,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1156
133,132,45.35,Jonathon SAWYER,,USA,1,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1156
134,132,45.35,Jonathan JONES,06 FEB 1999,BAR,2f1,,"Mike A. Myers Stadium, Austin, TX (USA)",01 MAY 2021,1156
135,132,45.35,Trevor STEWART,20 MAY 1997,USA,3f2,,"Marietta HS, Marietta, GA (USA)",09 JUL 2021,1156
136,135,45.36,Derrick MOKALENG,18 JUN 1997,RSA,3f1,,"Mike A. Myers Stadium, Austin, TX (USA)",01 MAY 2021,1155
137,135,45.36,Trevor STEWART,20 MAY 1997,USA,1sf3,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1155
138,135,45.36,Ryan WILLIE,24 JUN 2002,USA,6,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1155
139,138,45.37,Howard FIELDS,25 JAN 1999,USA,3f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1154
140,138,45.37,Tyler JOHNSON,11 FEB 1998,USA,1,,"Demirjian Park (Univ. of Illiniois), Champaign, IL (USA)",16 MAY 2021,1154
141,138,45.37,Machel CEDENIO,06 SEP 1995,TTO,1,,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1154
142,138,45.37,Jochem DOBBER,08 JUL 1997,NED,2f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1154
143,138,45.37,Óscar HUSILLOS,18 JUL 1993,ESP,1,,"Polideportivo Juan de la Cierva, Getafe (ESP)",27 JUN 2021,1154
144,143,45.38,Justin ROBINSON,30 MAR 2002,USA,6f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1154
145,143,45.38,Bayapo NDORI,20 JUN 1999,BOT,2f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",29 MAY 2021,1154
146,145,45.39,Kahmari MONTGOMERY,16 AUG 1997,USA,3,,"Ansin Sports Complex, Miramar, FL (USA)",10 APR 2021,1153
147,146,45.40,Noah WILLIAMS,,USA,1q2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1152
148,146,45.40,Jacory PATTERSON,02 FEB 2000,USA,1q3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1152
149,146,45.40,Champion ALLISON,05 NOV 1998,USA,2q5,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1152
150,146,45.40,Noah WILLIAMS,,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1152
151,146,45.40,Tyler JOHNSON,11 FEB 1998,USA,7,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1152
152,146,45.40,Sajjad HASHEMI,22 AUG 1991,IRI,1f1,,Erzurum (TUR),13 JUN 2021,1152
153,146,45.40,Jochem DOBBER,08 JUL 1997,NED,1f1,,Cluj-Napoca (ROU),19 JUN 2021,1152
154,146,45.40,Ryan WILLIE,24 JUN 2002,USA,4sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1152
155,146,45.40,Karayme BARTLEY,10 SEP 1995,JAM,2sf1,,"National Stadium, Kingston (JAM)",26 JUN 2021,1152
156,155,45.41,Elija GODWIN,01 JUL 1999,USA,3h2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1151
157,155,45.41,Justin ROBINSON,30 MAR 2002,USA,5sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1151
158,157,45.42,Sean BURRELL,23 FEB 2002,USA,1h3,,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2021,1151
159,157,45.42,Sean BAILEY,15 JUL 1997,JAM,1sf2,,"National Stadium, Kingston (JAM)",26 JUN 2021,1151
160,159,45.43,Abderrahman SAMBA,05 SEP 1995,QAT,1f2,,"McArthur Stadium, Potchefstroom (RSA)",31 MAR 2021,1150
161,159,45.43,Trevor STEWART,20 MAY 1997,USA,1f1,,"Irwin Belk Track, Greensboro, NC (USA)",10 APR 2021,1150
162,159,45.43,Champion ALLISON,05 NOV 1998,USA,5,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1150
163,159,45.43,Noah WILLIAMS,,USA,1h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1150
164,163,45.44,Nathan STROTHER,06 SEP 1995,USA,3h3,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1149
165,164,45.45,Christopher BAILEY,,USA,1f1,,"Cregger Track (South Columbia), Columbia, SC (USA)",17 APR 2021,1149
166,164,45.45,Jonathan JONES,06 FEB 1999,BAR,1h3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1149
167,164,45.45,LaShawn MERRITT,27 JUN 1986,USA,2,,"National Training Center, Clermont, FL (USA)",30 MAY 2021,1149
168,164,45.45,Wilbert LONDON,17 AUG 1997,USA,1f3,,"Prairie View, TX (USA)",06 JUN 2021,1149
169,164,45.45,Rasmus MÄGI,04 MAY 1992,EST,1f3,,"Kadrioru staadion, Tallinn (EST)",26 JUN 2021,1149
170,169,45.46,Sean BAILEY,15 JUL 1997,JAM,2,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1148
171,169,45.46,Wayne LAWRENCE,,USA,2,,"Demirjian Park (Univ. of Illiniois), Champaign, IL (USA)",16 MAY 2021,1148
172,169,45.46,Dwight ST. HILLAIRE,05 DEC 1997,TTO,1q4,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1148
173,169,45.46,Justin ROBINSON,30 MAR 2002,USA,3h1,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1148
174,169,45.46,Bryce DEADMON,26 MAR 1997,USA,3h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1148
175,169,45.46,Wilbert LONDON,17 AUG 1997,USA,1h4,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1148
176,169,45.46,Vernon NORWOOD,10 APR 1992,USA,2h4,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1148
177,176,45.47,Machel CEDENIO,06 SEP 1995,TTO,1f2,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1147
178,177,45.48,Lidio Andres FELIZ,26 JUN 1997,DOM,h2,,Ibagué (COL),23 APR 2021,1147
179,177,45.48,Deon LENDORE,28 OCT 1992,TTO,1f2,,"Ansin Sports Complex, Miramar, FL (USA)",05 JUN 2021,1147
180,177,45.48,Bryce DEADMON,26 MAR 1997,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1147
181,180,45.49,Wayne LAWRENCE,,USA,2h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1146
182,180,45.49,Thomas JORDIER,12 AUG 1994,FRA,3f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",12 JUN 2021,1146
183,182,45.51,Matthew HUDSON-SMITH,26 OCT 1994,GBR,1f1,,"National Training Center, Clermont, FL (USA)",04 APR 2021,1145
184,182,45.51,Kennedy LUCHEMBE,08 JUL 2001,ZAM,1f1,,"National Heroes Stadium, Lusaka (ZAM)",10 APR 2021,1145
185,182,45.51,Charles DOBSON,20 OCT 1999,GBR,1f1,,"Coventry Athletics Track, Coventry (GBR)",24 APR 2021,1145
186,182,45.51,Christopher BAILEY,,USA,2h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1145
187,182,45.51,Jochem DOBBER,08 JUL 1997,NED,2,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1145
188,182,45.51,Kajetan DUSZYŃSKI,12 MAY 1995,POL,3,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1145
189,188,45.52,Bayapo NDORI,20 JUN 1999,BOT,2h1,,"National Stadium, Gaborone (BOT)",15 MAY 2021,1144
190,188,45.52,Jochem DOBBER,08 JUL 1997,NED,1f1,,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)",29 MAY 2021,1144
191,190,45.53,Lythe PILLAY,25 FEB 2003,RSA,1f4,,"Stadium, Boksburg (RSA)",13 MAR 2021,1143
192,190,45.53,Matthew HUDSON-SMITH,26 OCT 1994,GBR,2f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",17 APR 2021,1143
193,190,45.53,Mazen Moutan AL YASSIN,08 JUL 1996,KSA,1f1,,Castellón (ESP),29 JUN 2021,1143
194,193,45.54,Zakhiti NENE,02 APR 1998,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",17 APR 2021,1143
195,193,45.54,Tyler TERRY,03 DEC 1997,USA,6,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",15 MAY 2021,1143
196,193,45.54,Jonathon SAWYER,,USA,2q1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1143
197,196,45.55,Lythe PILLAY,25 FEB 2003,RSA,2f2,,"Ruimsig Stadium, Roodepoort, Johannesburg (RSA)",23 MAR 2021,1142
198,196,45.55,Justin ROBINSON,30 MAR 2002,USA,3,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1142
199,196,45.55,Champion ALLISON,05 NOV 1998,USA,3h4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1142
200,196,45.55,Leungo SCOTCH,28 FEB 1996,BOT,1,,"National Stadium, Gaborone (BOT)",16 MAY 2021,1142
