,0,1,2,3,4,5,6,7,8,9
11424,11277,49.70,Gabriele HAZMI,1992,ITA,1f1,,"Stadio Angelo Caocci, Olbia (ITA)",04 JUN 2021,876
11425,11277,49.70,Stefano GRENDENE,05 AUG 2002,ITA,1h2,,"Stadio Zecchini, Grosseto (ITA)",11 JUN 2021,876
11426,11277,49.70,Sergi TEIXEIRA,11 FEB 1992,ESP,8,,La Nucia (ESP),12 JUN 2021,876
11427,11277,49.70,Duarte FERNANDES,19 FEB 2002,POR,2f1,,Coimbra (POR),12 JUN 2021,876
11428,11277,49.70,Tomlee THOMAS,,USA,12f1,,"Challenger Stadium, Webster, TX (USA)",17 JUN 2021,876
11429,11277,49.70,Hidde LEENDERS,2000,NED,4f2,,"De Kloet, Grootebroek (NED)",19 JUN 2021,876
11430,11277,49.70,Alexis MARCHESI,15 APR 1995,FRA,1ce1,,"Stade Christophe Lemaitre, Oyonnax (FRA)",19 JUN 2021,876
11431,11277,49.70,Jakub PĘDZIWIATR,11 SEP 1999,POL,3,,"Stadion Miejski, Plock (POL)",19 JUN 2021,876
11432,11277,49.70,Alessandro DELL'ACQUA,08 JAN 1998,ITA,2f2,,"Campo Comunale, Rovellasca (ITA)",19 JUN 2021,876
11433,11277,49.70,Alberto GUIJARRO,30 MAY 2003,ESP,2,,Castellón (ESP),26 JUN 2021,876
11434,11321,49.71,Lesedi OMONDI,17 OCT 1997,BOT,4f2,,"National Stadium, Gaborone (BOT)",06 FEB 2021,875
11435,11321,49.71,Daniel BLEST,06 AUG 2002,AUS,4f1,,"QSAC, Nathan, Brisbane (AUS)",17 FEB 2021,875
11436,11321,49.71,Chris PAPAPETROU,26 MAR 2000,AUS,4h2,,"Lakeside Stadium, Melbourne (AUS)",19 FEB 2021,875
11437,11321,49.71,Brian ONYARI TINEGA,,KEN,6sf3,,"Nyayo National Stadium, Nairobi (KEN)",27 FEB 2021,875
11438,11321,49.71,Bryson RIDDICK,,USA,1f1,,"Winthrop Irwin Belk Track & Field Complex, Rock Hill, SC (USA)",27 FEB 2021,875
11439,11321,49.71,Nasr Eddine LEBBIDA,12 JAN 1996,ALG,1f1,,"Stade Bateau Casse, Algiers (ALG)",06 MAR 2021,875
11440,11321,49.71,Timilehin Olan OLANREWAJU,2004,NGR,3h6,,"FUTA, Akure (NGR)",12 MAR 2021,875
11441,11321,49.71,Mathieu FARBER,,USA,f1,,"Ansin Sports Complex, Miramar, FL (USA)",13 MAR 2021,875
11442,11321,49.71,Justin KUDERA,,USA,4f2,,"Vert Stadium (High Point Un.), High Point, NC (USA)",20 MAR 2021,875
11443,11321,49.71,Richmond BOATENG,,USA,1f1,,"Icahn Stadium (Fordham), New York, NY (USA)",20 MAR 2021,875
11444,11321,49.71,Jacob WEIGEL,,USA,4f5,,"Paul Derr TF Facility, Raleigh, NC (USA)",26 MAR 2021,875
11445,11321,49.71,Kashief BOGANNAM,,USA,2,,"Frank H. Livak Track, Vermont, Burlington, VT (USA)",26 MAR 2021,875
11446,11321,49.71,Charlie YOUNG,,USA,1f1,,"Wildcat Track (Indiana Wesleyan Un.), Marion, IN (USA)",27 MAR 2021,875
11447,11321,49.71,Warren THIEL,,RSA,4f1,,"Yellow Jacket Track & Field Complex, Cedarville, OH (USA)",27 MAR 2021,875
11448,11321,49.71,Joseph Nelson OLUWATOSIN,2004,NGR,4h4,,"Yabatech Sport Complex, Lagos (NGR)",30 MAR 2021,875
11449,11321,49.71,Alejandro DIAZ,1999,MEX,3f1,,"Estadio Olímpico Santa Teresita, Tepic (MEX)",09 APR 2021,875
11450,11321,49.71,Chander ANDERSON,,USA,1f5,,"Cregger Track (South Columbia), Columbia, SC (USA)",10 APR 2021,875
11451,11321,49.71,Pedro Luiz TOMBOLIM DE SOUZA,27 MAR 2002,BRA,3f2,,"CNDA, Bragança Paulista (BRA)",17 APR 2021,875
11452,11321,49.71,Keilin JONES,,USA,4f2,,"UNM Track Stadium, Albuquerque, NM (USA)",22 APR 2021,875
11453,11321,49.71,Naythan HASLAM,,USA,1f3,,"Ken Herrick Track (Hillsdale College), Hillsdale, MI (USA)",23 APR 2021,875
11454,11321,49.71,Kelsey MONTAGUE,,USA,5h2,,"CSU - Neta and Eddie DeRose Thunderbowl, Pueblo, CO (USA)",30 APR 2021,875
11455,11321,49.71,Josh YOUNG,,USA,5f4,,"Warrior Park, Fort Wayne, IN (USA)",30 APR 2021,875
11456,11321,49.71,Jakob KUNZER,,CAY,3,,"Franklin Field (Univ. of Penn.), Philadelphia, PA (USA)",01 MAY 2021,875
11457,11321,49.71,Nathaniel MESY,,USA,4,,"Morris Stadium - Glenville State College, Glenville, WV (USA)",04 MAY 2021,875
11458,11321,49.71,Sirvante KNAULS,,USA,5f2,,"John McDonnell Field (Arkansas), Fayetteville, AR (USA)",07 MAY 2021,875
11459,11321,49.71,Fabio LUCCIOLETTI,1999,ITA,5f1,,"Campo Enzo Tenti, Arezzo (ITA)",08 MAY 2021,875
11460,11321,49.71,Mark ROOSIEN,1999,NED,4f1,,"Vughtse Sports Club Prins Hendrik, Vught (NED)",13 MAY 2021,875
11461,11321,49.71,Jacob DEMING,,USA,1ce1,,"UT Rio Grande Valley, Edinburg, TX (USA)",13 MAY 2021,875
11462,11321,49.71,Ádám TARLUKÁCS,21 APR 1993,HUN,5f1,,"Olimpiai Sportpark, Győr (HUN)",15 MAY 2021,875
11463,11321,49.71,Franklin HENRY,18 APR 2004,SVK,6f1,,"Atletický štadión TU, Košice (SVK)",15 MAY 2021,875
11464,11321,49.71,Noah ERNEST,,GBR,2f1,,"Sobell Sports Stadium, Aberdare (GBR)",15 MAY 2021,875
11465,11321,49.71,Jernej JERAS,26 AUG 1991,SLO,4f2,,"Mestni stadion, Ptuj (SLO)",27 MAY 2021,875
11466,11321,49.71,Dennis HUTTERER,04 MAY 1996,GER,2ce1,,"Mösle-Stadium, Götzis (AUT)",29 MAY 2021,875
11467,11321,49.71,J'Voughnn BLAKE,12 JAN 2003,JAM,2f5,,"National Stadium, Kingston (JAM)",29 MAY 2021,875
11468,11321,49.71,Rafael BRACO,06 SEP 1995,ESP,1,,Torrent (ESP),05 JUN 2021,875
11469,11321,49.71,Dionibel RODRIGUEZ,04 APR 1991,ESP,6,,"Estadio Vallehermoso, Madrid (ESP)",12 JUN 2021,875
11470,11321,49.71,José FERREIRA,2003,POR,3f1,,Coimbra (POR),12 JUN 2021,875
11471,11321,49.71,Tomoya KAWAKAMI,27 FEB 2002,JPN,5f1,,"Juntendo University Stadium, Inzai (JPN)",12 JUN 2021,875
11472,11321,49.71,David RYAN,03 JUL 2000,IRL,2h1,,"Morton Stadium, Dublin (IRL)",20 JUN 2021,875
11473,11321,49.71,Boom Regis Armel TIO,14 OCT 1998,ITA,2f5,,"Pista Fantoni, Mondovi (ITA)",20 JUN 2021,875
11474,11321,49.71,Filip NILSSON,17 MAR 1992,SWE,1,,"Friidrottsarena, Uppsala (SWE)",20 JUN 2021,875
11475,11321,49.71,Mohamed AOUAD,2002,FRA,3,,"Parc des Sports C. Ehrmann, Nice (FRA)",23 JUN 2021,875
11476,11321,49.71,Dawid BOROWIK,04 FEB 2001,POL,8h3,,"Golęcin Stadion, Poznan (POL)",24 JUN 2021,875
11477,11321,49.71,Mitchell LAWRENCE,2001,GBR,1f2,,"Newport Stadium, Newport (GBR)",26 JUN 2021,875
11478,11321,49.71,Theo HILDENBRAND,07 OCT 2002,FRA,3,,"Stade Pierre Duboeuf, Bron (FRA)",01 JUL 2021,875
11479,11366,49.72,Shivang MISHRA,25 MAY 2001,IND,4sf2,,"Sarusajai Stadium,, Guwahati (IND)",06 FEB 2021,875
11480,11366,49.72,Abhishek GURJAR,06 APR 2003,IND,6sf1,,"Sarusajai Stadium,, Guwahati (IND)",06 FEB 2021,875
11481,11366,49.72,Isaac Okelo OLUMBE,02 JUN 1990,KEN,3h4,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",12 MAR 2021,875
11482,11366,49.72,Pedro ROACH,2003,CHI,2,,"San Carlos de Apoquindo, Santiago de Chile (CHI)",19 MAR 2021,875
11483,11366,49.72,Zhixin LING,20 MAR 2003,CHN,4f2,,Shenzhen (CHN),20 MAR 2021,875
11484,11366,49.72,Tkakumi KOMATU,06 OCT 2003,JPN,1f2,,"Konoike Athletics Stadium, Nara (JPN)",20 MAR 2021,875
11485,11366,49.72,Sam PICA,08 MAR 1999,USA,2ce1,,"Westmont Track/Thorrington Field, Santa Barbara, CA (USA)",25 MAR 2021,875
11486,11366,49.72,Tyler BENSON,,USA,6f1,,"Paul Derr TF Facility, Raleigh, NC (USA)",26 MAR 2021,875
11487,11366,49.72,Jordan SESSOM,2000,USA,5f2,,"Cregger Track (South Columbia), Columbia, SC (USA)",27 MAR 2021,875
11488,11366,49.72,Eita ASHIDA,17 JAN 2000,JPN,1f2,,"Biwako Seikei Sport College Athletics Field, Otsu (JPN)",28 MAR 2021,875
11489,11366,49.72,Yang LI,28 MAY 2003,CHN,3h7,,Chengdu (CHN),01 APR 2021,875
11490,11366,49.72,Tyrique DAVIS-GILES,,USA,3f2,,"University of Alabama at Birmingham (UAB), Birmingham, AL (USA)",03 APR 2021,875
11491,11366,49.72,Duvaughn MURRAY,2001,JAM,1f3,,"Bolivar, MO (USA)",03 APR 2021,875
11492,11366,49.72,Ibrahim ODUONG,,USA,1f2,,"USD Lillibridge Track Complex, Vermillion, SD (USA)",10 APR 2021,875
11493,11366,49.72,Siyabonga UZOHO,07 MAY 2003,RSA,6h1,,"Bestmed Tuks Stadium, Pretoria (RSA)",15 APR 2021,875
11494,11366,49.72,Ben SHEPARD,,USA,2f2,,"Gibson Track & Field Complex, Terre Haute, IN (USA)",17 APR 2021,875
11495,11366,49.72,Pau BLASI,06 NOV 2000,AND,2,,Castellar del Valles (ESP),18 APR 2021,875
11496,11366,49.72,Roniel MATA,10 OCT 2000,USA,2,,"Hart Turf T&F (Holy Cross), Worcester, MA (USA)",21 APR 2021,875
11497,11366,49.72,Eric WILLIAMS,,USA,5f2,,"UNM Track Stadium, Albuquerque, NM (USA)",22 APR 2021,875
11498,11366,49.72,Micah CAMBLE,,USA,5f3,,"Demirjian Park (Univ. of Illiniois), Champaign, IL (USA)",23 APR 2021,875
11499,11366,49.72,Jaque DE MARQ,,USA,4f1,,"CSU Northridge, Northridge, CA (USA)",23 APR 2021,875
11500,11366,49.72,Ahmed TOURABI,17 APR 2003,ESP,3,,Elche (ESP),24 APR 2021,875
11501,11366,49.72,Matheus Rafael MARQUES DE SOUZA,09 JAN 1997,BRA,2f1,,Bragança Paulista (BRA),24 APR 2021,875
11502,11366,49.72,Virgil SNEED,,USA,7f3,,"Rice University, Houston, TX (USA)",24 APR 2021,875
11503,11366,49.72,Bachir MAHAMAT,01 DEC 1996,CHA,6f1,,"Stade Senghor, Dakar (SEN)",25 APR 2021,875
11504,11366,49.72,Levii SHAW,,USA,8f3,,"Cowley College, Arkansas City, KS (USA)",30 APR 2021,875
11505,11366,49.72,Pau BLASI,06 NOV 2000,AND,3,,"Estadi Municipal Les Basses, Lleida (ESP)",01 MAY 2021,875
11506,11366,49.72,Patrick ABEL,,USA,3h2,,"Cushing Field Complex (UMass Lowell), Lowell, MA (USA)",01 MAY 2021,875
11507,11366,49.72,Torrey WHITE,,USA,1h3,,"Ottawa University, Ottawa, KS (USA)",06 MAY 2021,875
11508,11366,49.72,Jaylon ROBERTS,,USA,4f2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",08 MAY 2021,875
11509,11366,49.72,Thomas GIUGIA,20 MAR 2001,FRA,1,,"Stade Joseph Guillemot, Barentin (FRA)",09 MAY 2021,875
11510,11366,49.72,Stefan KALJUŠ,04 FEB 2002,SRB,2f1,,"Atletski stadion, Sremska Mitrovica (SRB)",09 MAY 2021,875
11511,11366,49.72,Colin SCHWAB,09 SEP 1998,USA,8,,"EIU O'Brien Field, Charleston, IL (USA)",15 MAY 2021,875
11512,11366,49.72,Moussa ZAROUMEYE,02 JAN 1985,NIG,2,,"Stade Jean Adret, Sotteville-lès-Rouen (FRA)",15 MAY 2021,875
11513,11366,49.72,Tiago SANTOS,1996,POR,3f2,,"Estádio 1o de Maio, Lisboa (POR)",15 MAY 2021,875
11514,,,,,,,,,,
11515,11366,49.72,Ousmane BAILOU,01 AUG 1991,BUR,4f1,,"Stade du 04 Aout, Ouagadougou (BUR)",15 MAY 2021,875
11516,11366,49.72,Giulio LUTTEROTTI,17 OCT 1998,ITA,2f1,,"Stadio Zatopek, Campi Bisenzio (ITA)",22 MAY 2021,875
11517,11366,49.72,Enrico BRAZZALE,03 AUG 1995,ITA,5f1,,"Stadio San Giuliano, Mestre (ITA)",29 MAY 2021,875
11518,11366,49.72,Theo FARGE,18 FEB 1999,FRA,1f2,,"Stade des Maradas, Cergy-Pontoise (FRA)",30 MAY 2021,875
11519,11366,49.72,Pablo REVUELTA,20 JUL 2002,ESP,4,,"Estadio Vallehermoso, Madrid (ESP)",30 MAY 2021,875
11520,11366,49.72,Jakub HOLEC,12 APR 2003,CZE,1f1,,Kolin (CZE),02 JUN 2021,875
11521,11366,49.72,Gun-yul BAE,27 OCT 2005,KOR,3sf1,,Yecheon (KOR),04 JUN 2021,875
11522,11366,49.72,Malik RICKETTS,29 OCT 2001,JAM,2f7,,"National Stadium, Kingston (JAM)",05 JUN 2021,875
11523,11366,49.72,Iosif ORFANOPOULOS,2003,GRE,3h1,,"Pampeloponnisiako Stadium, Patra (GRE)",05 JUN 2021,875
11524,11366,49.72,Solomon SIMMONS,26 SEP 1993,USA,4ce3,,"St. Mark's School of Texas, Dallas, TX (USA)",05 JUN 2021,875
11525,11366,49.72,Nursultan SAKTANOV,02 AUG 1999,KGZ,4,,Bishkek (KGZ),12 JUN 2021,875
11526,11366,49.72,Iván ALBA,21 FEB 1999,ESP,7h1,,Nerja (ESP),19 JUN 2021,875
11527,11366,49.72,Maxence LAVERGNE,31 JAN 2004,FRA,4,,"Parc des Sports C. Ehrmann, Nice (FRA)",23 JUN 2021,875
11528,11366,49.72,Remi GERARD,30 NOV 1996,FRA,2,,"Stade Yvon Chevalier, Saintes (FRA)",25 JUN 2021,875
11529,11366,49.72,Sung-eun KIM,10 MAR 1997,KOR,2h4,,Jeongseon (KOR),26 JUN 2021,875
11530,11366,49.72,Jon Ander ANDER,02 MAY 1996,ESP,5f1,,Pamplona (ESP),03 JUL 2021,875
11531,11366,49.72,Hidde LEENDERS,2000,NED,2f3,,"Atletiekbaan Brakkenstein, Nijmegen (NED)",04 JUL 2021,875
11532,11418,49.73,Nasir PATE,2000,USA,2,,"PVAMU Track & Field Facility, Prairie View, TX (USA)",06 FEB 2021,874
11533,11418,49.73,K. ABHIJITH,11 MAY 2003,IND,3h3,,"Sarusajai Stadium,, Guwahati (IND)",06 FEB 2021,874
11534,11418,49.73,Chris YANG,,AUS,4f1,,"AIS Athletics Track, Canberra (AUS)",13 FEB 2021,874
11535,11418,49.73,Jack CLARKE,28 AUG 2003,AUS,2h2,,"Lakeside Stadium, Melbourne (AUS)",20 FEB 2021,874
11536,11418,49.73,Jerry SIMALIKI,2000,ZAM,1f4,,"National Heroes Stadium, Lusaka (ZAM)",06 MAR 2021,874
11537,11418,49.73,Wanya MCCOY,,BAH,1f5,,"The Bahamas National Stadium, Nassau (BAH)",20 MAR 2021,874
11538,11418,49.73,Joey SOUTO,,USA,3f2,,"California Polytechnic State University, San Luis Obispo, CA (USA)",24 MAR 2021,874
11539,11418,49.73,Robert GRAMES,,USA,5f4,,"Mike Sanders Track & Field Complex, Starkville, MS (USA)",26 MAR 2021,874
11540,11418,49.73,Joneteris JOHNSON,,USA,1f2,,"Shellenberger Field & Dr. Jack M. Toms Track (Univ of Lynchburg), Lynchburg, VA (USA)",26 MAR 2021,874
11541,11418,49.73,Job TRAHAN,,USA,6,,"UVA Lanningan Field, Charlottesville, VA (USA)",03 APR 2021,874
11542,11418,49.73,Malcom GARDNER,,USA,5f2,,"Kearney HS Track Complex (Nebraska Un.), Kearney, NE (USA)",03 APR 2021,874
11543,11418,49.73,Nick PEMBROKE,,USA,7f1,,"Hal Wing T&F (Utah Valley), Orem, UT (USA)",03 APR 2021,874
11544,11418,49.73,Michael ADAMS,,USA,3f2,,"Soccer Stadium - North Texas University, Denton, TX (USA)",10 APR 2021,874
11545,11418,49.73,Antaures JACKSON,,USA,3f1,,"Franklin Field (Univ. of Penn.), Philadelphia, PA (USA)",17 APR 2021,874
11546,11418,49.73,Owen RICHARDSON,05 SEP 1998,GBR,5f2,,"UCF Soccer and Track Complex, Orlando, FL (USA)",24 APR 2021,874
11547,11418,49.73,Hongwen WANG,06 JUN 2000,CHN,6h4,,Zhaoqing (CHN),24 APR 2021,874
11548,11418,49.73,Zhenhuang LIANG,23 MAY 2004,CHN,6h7,,Zhaoqing (CHN),24 APR 2021,874
11549,11418,49.73,Jorge SALAZAR,2001,MEX,5f2,,"Rice University, Houston, TX (USA)",24 APR 2021,874
11550,11418,49.73,Siyabonga TSHABALALA,06 AUG 1997,RSA,3f3,,"McArthur Stadium, Potchefstroom (RSA)",29 APR 2021,874
11551,11418,49.73,Keilin JONES,,USA,3h1,,"CSU - Neta and Eddie DeRose Thunderbowl, Pueblo, CO (USA)",30 APR 2021,874
11552,11418,49.73,Carson TILLMAN,,USA,7f2,,"Spec Towns Track, Athens, GA (USA)",01 MAY 2021,874
11553,11418,49.73,Jacob DIGGS,,USA,4h1,,"Catamount Athletic Complex (Western Carolina), Cullowhee, NC (USA)",01 MAY 2021,874
11554,11418,49.73,Trevor BONE,,USA,4h3,,"Catamount Athletic Complex (Western Carolina), Cullowhee, NC (USA)",01 MAY 2021,874
11555,11418,49.73,Josiah SOTO,,USA,4,,"ERAU T&F Complex, Daytona Beach, FL (USA)",01 MAY 2021,874
11556,11418,49.73,Tevin SMITH,,USA,3,,"PVAMU Track Stadium, Prairie View, TX (USA)",12 MAY 2021,874
11557,11418,49.73,Jacob BRUNSMAN,,USA,7h3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,874
11558,11418,49.73,Sergio PLATA,14 APR 2004,ESP,3,,Oviedo (ESP),22 MAY 2021,874
11559,11418,49.73,Miguel Angel MALDONADO,15 MAR 2002,ECU,2,,Quito (ECU),22 MAY 2021,874
11560,11418,49.73,Arsan TSUSHBA,31 OCT 2000,RUS,3,,"Znamenskikh Stadion, Moskva (RUS)",28 MAY 2021,874
11561,11418,49.73,Alessandro REDAELLI,1995,ITA,4f2,,"Stadio Communale Emilio Colombo-Gaetano Gianetti, Saronno (ITA)",29 MAY 2021,874
11562,11418,49.73,Davide BERNABEI,17 JUL 1998,ITA,2f7,,"Impianto Consolini, Verona (ITA)",02 JUN 2021,874
11563,11418,49.73,Jose DUHANEY,,GBR,3f1,,"Trafford Athletic Stadium, Manchester (GBR)",06 JUN 2021,874
11564,11418,49.73,Stilianos-Rafail TZIMAGIORGIOS,27 DEC 1997,GRE,2f1,,Alexandria (GRE),11 JUN 2021,874
11565,11418,49.73,Vincent SCAUNET,20 SEP 1998,BEL,5f6,,"Boudewijnstadion, Bruxelles (BEL)",12 JUN 2021,874
11566,11418,49.73,Rakhmatillo RAKHMATILLAYEV,18 MAY 2002,UZB,3,,"AFU Athletics Stadium, Tashkent (UZB)",28 JUN 2021,874
11567,11418,49.73,Mihai Razvan VASILIU,26 AUG 2000,ROU,6f1,,"Cluj Arena, Cluj-Napoca (ROU)",03 JUL 2021,874
11568,11418,49.73,Alexios-Spiridon TZATZARAKIS,2002,GRE,1f2,,"Kaftanzoglio Stadium, Thessaloniki (GRE)",03 JUL 2021,874
11569,11418,49.73,Zakaria CHERKAOUI,28 APR 2002,ESP,4h1,,Monzón (ESP),03 JUL 2021,874
11570,11418,49.73,Maurice Enzo KEISER,17 SEP 1997,FRA,8,,"Stade Raymond Petit, Tomblaine (FRA)",05 JUL 2021,874
11571,11457,49.74,Mark FOKAS,18 MAY 2001,AUS,2f2,,"Fearnley Dawes Athletic Track, Newcastle (AUS)",09 JAN 2021,874
11572,11457,49.74,Alexander SCHAFFER,01 JUL 1991,AUS,7f4,,"AIS Athletics Track, Canberra (AUS)",13 FEB 2021,874
11573,11457,49.74,Daniel MONACO,1994,AUS,2f1,,"WA Sports Centre, Perth (AUS)",14 FEB 2021,874
11574,11457,49.74,Alexander CREAK,2003,AUS,1,,"Domain Athletic Centre, Hobart (AUS)",21 FEB 2021,874
11575,11457,49.74,Jaiden REID,10 APR 2005,CAY,1f4,,"Jamaica College Ashenheim Stadium, Kingston (JAM)",27 FEB 2021,874
11576,11457,49.74,Andre GARCIA,29 JAN 2004,CRC,1,,"Pista de Hatillo, San José (CRC)",27 FEB 2021,874
11577,11457,49.74,Joshua HAMMOND,15 JUL 1993,USA,4f1,,"Doug Shaw Memorial Stadium, Myrtle Beach, SC (USA)",13 MAR 2021,874
11578,11457,49.74,Robin BLACK,30 JAN 1996,JAM,2f2,,"National Stadium, Kingston (JAM)",13 MAR 2021,874
11579,11457,49.74,Gunnar ASHMON,11 JUN 2000,USA,3f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",13 MAR 2021,874
11580,11457,49.74,Ewan BURNS,2003,AUS,7,,"SOPAC, Sydney (AUS)",13 MAR 2021,874
11581,11457,49.74,Hamish GILL,15 FEB 1997,NZL,1h1,,"Hawkes Bay Sports Park, Hastings (NZL)",26 MAR 2021,874
11582,11457,49.74,Bruno ZANACCHI,25 DEC 1990,ARG,2f2,,Concepción del Uruguay (ARG),26 MAR 2021,874
11583,11457,49.74,Antaures JACKSON,,USA,4f1,,"Franklin Field (Univ. of Penn.), Philadelphia, PA (USA)",27 MAR 2021,874
11584,11457,49.74,Patrick ABEL,,USA,3f1,,"Zable Stadium - College of William & Mary, Williamsburg, VA (USA)",02 APR 2021,874
11585,11457,49.74,Jacob WEIGEL,,USA,1f2,,"Zable Stadium - College of William & Mary, Williamsburg, VA (USA)",02 APR 2021,874
11586,11457,49.74,Jahn RILEY,2001,USA,3f3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",02 APR 2021,874
11587,11457,49.74,Trent BARRON,,USA,1f6,,"Spec Towns Track, Athens, GA (USA)",10 APR 2021,874
11588,11457,49.74,James ELIEZER,,USA,3f3,,"Tiffin University, Cleveland, OH (USA)",10 APR 2021,874
11589,11457,49.74,Don BRECKENRIDGE,,USA,4f5,,"Elwood Olsen Stadium, Morningside College, Sioux City, IA (USA)",16 APR 2021,874
11590,11457,49.74,Jacob JENNINGS,,USA,2f2,,"Papik Field (Doane Un.), Crete, NE (USA)",18 APR 2021,874
11591,11457,49.74,Cal WRIGHT,,USA,7f2,,"Drake Stadium, Des Moines, IA (USA)",23 APR 2021,874
11592,11457,49.74,Danjuma ROBINSON,,USA,1,,"Eaton High School, Eaton, OH (USA)",23 APR 2021,874
11593,11457,49.74,Jerry HARPER,,USA,3f1,,"Simpson College, Indianola, IA (USA)",23 APR 2021,874
11594,11457,49.74,Lucas DE SOUSA LIMA,19 OCT 1995,BRA,5f2,,Bragança Paulista (BRA),24 APR 2021,874
11595,11457,49.74,Pedro DE OLIVEIRA,18 JAN 1996,BRA,3ce2,,Bragança Paulista (BRA),24 APR 2021,874
11596,11457,49.74,Dakari HILL,,USA,4h3,,"WTAMU T&Fi Complex, Canyon, TX (USA)",07 MAY 2021,874
11597,11457,49.74,Connor MCGRATH,,USA,8,,"Mike A. Myers Stadium, Austin, TX (USA)",07 MAY 2021,874
11598,11457,49.74,Mark MANLEY,30 OCT 2004,JAM,1h1,,"National Stadium, Kingston (JAM)",11 MAY 2021,874
11599,11457,49.74,Brett LOMBARDI,,USA,1ce1,,"Cougar Athletic Stadium, Azusa, CA (USA)",14 MAY 2021,874
11600,11457,49.74,Biel MAYANS,28 APR 1997,ESP,7,,"Estadi Joan Serrahima, Barcelona (ESP)",15 MAY 2021,874
11601,11457,49.74,Uladzislau ALIAKSANDRAU,23 JAN 2001,BLR,3f4,,"Regional Sport Complex, Brest (BLR)",20 MAY 2021,874
11602,11457,49.74,Shogo HORIUCHI,14 OCT 2000,JPN,5h3,,"Gion Stadium, Sagamihara (JPN)",20 MAY 2021,874
11603,11457,49.74,Douglas DAKARI,,USA,2f2,,"Ashel Cunningham Track, Redlands, CA (USA)",20 MAY 2021,874
11604,11457,49.74,Ionut Catalin OLTEANU,02 MAY 2000,ROU,2h8,,"Stadionul Nicolae Dobrin, Pitesti (ROU)",21 MAY 2021,874
11605,11457,49.74,Reza SAYAHI,05 JAN 2003,IRI,6,,Arak (IRI),22 MAY 2021,874
11606,11457,49.74,Alexandros DOUBAS,04 AUG 1999,GRE,6f1,,"Kaftanzoglio Stadium, Thessaloniki (GRE)",26 MAY 2021,874
11607,11457,49.74,Ramden SAIDI,,ALG,5f1,,"Stade Annexe du 5 Juillet, Algiers (ALG)",28 MAY 2021,874
11608,11457,49.74,Davut ZOROĞLU,17 SEP 2003,TUR,1h7,,Bursa (TUR),28 MAY 2021,874
11609,11457,49.74,Oguz AKGÜL,08 MAY 1988,TUR,1h3,,Bursa (TUR),04 JUN 2021,874
11610,11457,49.74,Su-hong LEE,26 MAR 2005,KOR,2,,Yecheon (KOR),04 JUN 2021,874
11611,11457,49.74,Anthony QUINCHON,27 MAR 2001,FRA,6,,"Parc des Sports C. Ehrmann, Nice (FRA)",05 JUN 2021,874
11612,11457,49.74,Deniss SALKAUSKAS,07 DEC 1998,EST,3f3,,"Rannastaadion, Pärnu (EST)",06 JUN 2021,874
11613,11457,49.74,Emmanuel SOSANYA,29 AUG 1998,GBR,3f1,,"Lee Valley Athletics Centre, London (GBR)",06 JUN 2021,874
11614,11457,49.74,Paulo SOARES,13 JUL 2000,POR,5f2,,Coimbra (POR),12 JUN 2021,874
11615,,,,,,,,,,
11616,11457,49.74,Eero HELPPOLAINEN,11 NOV 1998,FIN,2,,"Paavo Nurmi Stadium, Turku (FIN)",13 JUN 2021,874
11617,11457,49.74,Tyler DALE,,USA,13f1,,"Challenger Stadium, Webster, TX (USA)",17 JUN 2021,874
11618,11457,49.74,Szymon MIKOŁAJCZAK,05 APR 2004,POL,1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,874
11619,11457,49.74,Elia FRANCISCONO,2002,ITA,3f6,,"Pista Fantoni, Mondovi (ITA)",20 JUN 2021,874
11620,11457,49.74,Daniel READER,2003,CAN,3f3,,"Centennial SS, Welland (CAN)",23 JUN 2021,874
11621,11457,49.74,Joël FLURY,29 JUN 1996,SUI,6,,"Stadion Hard, Langenthal (SUI)",27 JUN 2021,874
11622,11457,49.74,Märt RISO,23 JUL 2000,EST,3f2,,"Staadion, Rakvere (EST)",03 JUL 2021,874
11623,11457,49.74,Daniel SAN JUAN,13 MAR 2003,ESP,3ce2,,Monzón (ESP),03 JUL 2021,874
11624,11457,49.74,Aitor BEORLEGUI,07 OCT 1995,ESP,6f1,,Pamplona (ESP),03 JUL 2021,874
11625,11510,49.75,Mark FOKAS,18 MAY 2001,AUS,5f2,,"Kerryn McCann Athletic Centre, Wollongong (AUS)",16 JAN 2021,873
11626,11510,49.75,Joshua PERDRISAT,06 JAN 1999,AUS,3h4,,"Lakeside Stadium, Melbourne (AUS)",19 FEB 2021,873
11627,11510,49.75,Deng BULABEK,,AUS,4f1,,"SA Athletic Stadium, Adelaide (AUS)",06 MAR 2021,873
11628,11510,49.75,Gavin SLEETER,,USA,6f1,,"Myron Partridge Stadium & Sheila Tarr-Smith Field (UNLV), Las Vegas, NV (USA)",06 MAR 2021,873
11629,11510,49.75,Enrique CAMPBELL,1998,JAM,1f1,,"West Seattle Stadium, Seattle, WA (USA)",20 MAR 2021,873
