,0,1,2,3,4,5,6,7,8,9,10
6504,6022,10.15,+1.0,Ramon GITTENS,20 JUL 1987,BAR,1h4,,Regensburg (GER),07 JUN 2014,1155
6505,6022,10.15,+1.4,Bingtian SU,29 AUG 1989,CHN,7,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1155
6506,6022,10.15,+1.8,Shavez HART,06 SEP 1992,BAH,5,,"Eugene, OR (USA)",13 JUN 2014,1155
6507,6022,10.15,+1.3,Bingtian SU,29 AUG 1989,CHN,2,,Nancy (FRA),27 JUN 2014,1155
6508,6022,10.15,+1.7,Kemar HYMAN,11 OCT 1989,CAY,1f1,,Cork (IRL),08 JUL 2014,1155
6509,6022,10.15,+0.4,Asafa POWELL,23 NOV 1982,JAM,2,,Heusden-Zolder (BEL),19 JUL 2014,1155
6510,6022,10.15,-0.8,Adam GEMILI,06 OCT 1993,GBR,1h6,,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1159
6511,6022,10.15,+0.7,Ramon GITTENS,20 JUL 1987,BAR,4sf2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1155
6512,6022,10.15,-1.9,Michael RODGERS,24 APR 1985,USA,3,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1166
6513,6022,10.15,+2.0,Isidro MONTOYA,03 NOV 1990,COL,1h1,,Cali (COL),29 AUG 2014,1155
6514,6022,10.15,-0.2,Richard THOMPSON,07 JUN 1985,TTO,1,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1156
6515,6022,10.15,+0.7,Christophe LEMAITRE,11 JUN 1990,FRA,3f2,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1155
6516,6022,10.15,+0.4,Kei TAKASE,25 NOV 1988,JPN,3,,Incheon (KOR),28 SEP 2014,1155
6517,6022,10.15,-1.5,Femi OGUNODE,15 MAY 1991,QAT,1f1,,"Tampa, FL (USA)",11 APR 2015,1164
6518,6022,10.15,+0.7,Senoj-Jay GIVANS,30 DEC 1993,JAM,3f6,,"Waco, TX (USA)",18 APR 2015,1155
6519,6022,10.15,+0.9,Harry ADAMS,27 NOV 1989,USA,1f1,,"Miramar, FL (USA)",27 APR 2015,1155
6520,6022,10.15,+1.9,Jamol JAMES,16 JUL 1992,TTO,1,,"Tempe, AZ (USA)",02 MAY 2015,1155
6521,6022,10.15,+1.5,Keith RICKS,09 OCT 1990,USA,4,,"Greensboro, NC (USA)",17 MAY 2015,1155
6522,6022,10.15,+1.6,Zharnel HUGHES,13 JUL 1995,AIA,1f1,,Kingston (JAM),30 MAY 2015,1155
6523,6022,10.15,+1.8,Peimeng ZHANG,13 MAR 1987,CHN,2,,Wuhan (CHN),04 JUN 2015,1155
6524,6022,10.15,+1.4,Jak Ali HARVEY,04 MAY 1989,TUR,3f1,,"Montverde, FL (USA)",06 JUN 2015,1155
6525,6022,10.15,+2.0,Julian FORTE,07 JAN 1993,JAM,7,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1155
6526,6022,10.15,-1.7,Nesta CARTER,11 OCT 1985,JAM,3,,"Icahn Stadium (Fordham), New York, NY (USA)",13 JUN 2015,1165
6527,6022,10.15,+1.8,Brijesh LAWRENCE,27 DEC 1989,SKN,3f1,,Basseterre (SKN),13 JUN 2015,1155
6528,6022,10.15,+1.3,Ameer WEBB,19 MAR 1991,USA,6h4,,"Hayward Field, Eugene, OR (USA)",25 JUN 2015,1155
6529,6022,10.15,+0.9,Tyquendo TRACEY,10 JUN 1993,JAM,6,,Kingston (JAM),26 JUN 2015,1155
6530,6022,10.15,+1.1,Marcus DUNCAN,04 DEC 1986,TTO,2f2,,Port-of-Spain (TTO),27 JUN 2015,1155
6531,6022,10.15,-0.2,Henrico BRUINTJIES,16 JUL 1993,RSA,2f2,,Velenje (SLO),01 JUL 2015,1156
6532,6022,10.15,+1.1,Akeem HAYNES,03 NOV 1992,CAN,2h1,,Edmonton (CAN),03 JUL 2015,1155
6533,6022,10.15,+0.8,Jak Ali HARVEY,04 MAY 1989,TUR,1f2,,Luzern (SUI),14 JUL 2015,1155
6534,6022,10.15,+1.1,Remontay MCCLAIN,21 SEP 1992,USA,5,,"CIBC, Toronto (CAN)",22 JUL 2015,1155
6535,6022,10.15,+1.5,Ramon GITTENS,20 JUL 1987,BAR,3sf1,,"CIBC, Toronto (CAN)",22 JUL 2015,1155
6536,6022,10.15,-1.2,Trell KIMMONS,13 JUL 1985,USA,6h2,,"Olympic Stadium, London (GBR)",24 JUL 2015,1162
6537,6022,10.15,+1.8,Ben Youssef MEITÉ,11 NOV 1986,CIV,1h2,,Castres (FRA),29 JUL 2015,1155
6538,6022,10.15,+1.1,Churandy MARTINA,03 JUL 1984,NED,1sr1,,Mannheim (GER),08 AUG 2015,1155
6539,6022,10.15,-0.1,Kei TAKASE,25 NOV 1988,JPN,4h1,,"National Stadium, Beijing (CHN)",22 AUG 2015,1155
6540,6022,10.15,+0.9,Aaron BROWN,27 MAY 1992,CAN,7sf2,,"National Stadium, Beijing (CHN)",23 AUG 2015,1155
6541,6022,10.15,+0.8,Ramon GITTENS,20 JUL 1987,BAR,3,,Amsterdam (NED),05 SEP 2015,1155
6542,6022,10.15,+0.8,Joshua CLARKE,19 MAY 1995,AUS,1,,Canberra (AUS),06 FEB 2016,1155
6543,6022,10.15,+1.1,Daniel TALBOT,01 MAY 1991,GBR,2f1,,"Clermont, FL (USA)",30 APR 2016,1155
6544,6022,10.15,+1.1,Yancarlos MARTÍNEZ,08 AUG 1992,DOM,2f1,,"Clermont, FL (USA)",30 APR 2016,1155
6545,6022,10.15,+1.6,James ELLINGTON,06 SEP 1985,GBR,2h4,,"Clermont, FL (USA)",30 APR 2016,1155
6546,6022,10.15,+0.3,Diondre BATSON,13 JUL 1992,USA,2,,Baie Mahault (FRA),14 MAY 2016,1155
6547,6022,10.15,+0.2,Ronnie BAKER,15 OCT 1993,USA,1,,"Fort Worth, TX (USA)",15 MAY 2016,1155
6548,6022,10.15,+1.4,Leshon COLLINS,11 DEC 1993,USA,1,,"Orlando, FL (USA)",15 MAY 2016,1155
6549,6022,10.15,+1.3,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1f2,,Sapele (NGR),21 MAY 2016,1155
6550,6022,10.15,+1.2,Ramon GITTENS,20 JUL 1987,BAR,2h1,,"Blankers-Koen Stadion, Hengelo (NED)",22 MAY 2016,1155
6551,6022,10.15,+0.6,Roberto SKYERS,12 NOV 1991,CUB,1,,La Habana (CUB),27 MAY 2016,1155
6552,6022,10.15,+1.1,Damian WARNER,04 NOV 1989,CAN,1ce6,,"Mösle-Stadium, Götzis (AUT)",28 MAY 2016,1155
6553,6022,10.15,+1.9,Joseph MORRIS,04 OCT 1989,USA,2f2,,Bottrop (GER),29 MAY 2016,1155
6554,6022,10.15,+1.0,Chijindu UJAH,05 MAR 1994,GBR,6f1,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1155
6555,6022,10.15,+0.2,Cejhae GREENE,06 OCT 1995,ANT,2,,"Atlanta, GA (USA)",04 JUN 2016,1155
6556,6022,10.15,+1.0,Hassan TAFTIAN,04 MAY 1993,IRI,1f1,,Debrecen (HUN),04 JUN 2016,1155
6557,6022,10.15,+0.2,Michael RODGERS,24 APR 1985,USA,2f3,,Bellinzona (SUI),06 JUN 2016,1155
6558,6022,10.15,+1.6,Oshane BAILEY,08 SEP 1989,JAM,4f2,,Kingston (JAM),11 JUN 2016,1155
6559,6022,10.15,+0.9,James DASAOLU,05 SEP 1987,GBR,1f3,,Luzern (SUI),14 JUN 2016,1155
6560,6022,10.15,-0.6,Churandy MARTINA,03 JUL 1984,NED,1sf1,,Amsterdam (NED),17 JUN 2016,1158
6561,6022,10.15,+1.5,Carlin ISLES,21 NOV 1989,USA,1f2,,"Chula Vista, CA (USA)",18 JUN 2016,1155
6562,6022,10.15,+0.8,Carlin ISLES,21 NOV 1989,USA,2h2,,"Chula Vista, CA (USA)",18 JUN 2016,1155
6563,6022,10.15,+0.5,Kemar HYMAN,11 OCT 1989,CAY,1,,Victoria (CAN),19 JUN 2016,1155
6564,6022,10.15,+1.3,Ben Youssef MEITÉ,11 NOV 1986,CIV,1sf1,,Durban (RSA),22 JUN 2016,1155
6565,,,,,,,,,,,
6566,6022,10.15,+1.5,Kemar HYMAN,11 OCT 1989,CAY,1f1,,Sollentuna (SWE),28 JUN 2016,1155
6567,6022,10.15,-1.1,Jevaughn MINZIE,20 JUL 1995,JAM,1h1,,Kingston (JAM),30 JUN 2016,1161
6568,6022,10.15,+0.3,Usain BOLT,21 AUG 1986,JAM,1h4,,Kingston (JAM),30 JUN 2016,1155
6569,6022,10.15,-0.4,Richard KILTY,02 SEP 1989,GBR,1sf3,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1157
6570,6022,10.15,+0.3,Bolade AJOMALE,31 AUG 1995,CAN,2h3,,Edmonton (CAN),09 JUL 2016,1155
6571,6022,10.15,+1.1,Joel FEARON,11 OCT 1988,GBR,1f1,,Loughborough (GBR),16 JUL 2016,1155
6572,6022,10.15,+0.1,Ronnie BAKER,15 OCT 1993,USA,1,,Padova (ITA),17 JUL 2016,1155
6573,6022,10.15,+0.3,Richard KILTY,02 SEP 1989,GBR,4h2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1155
6574,6022,10.15,+1.8,Aleixo Platini MENGA,29 SEP 1987,GER,2f2,,Mannheim (GER),29 JUL 2016,1155
6575,6022,10.15,+2.0,John TEETERS,19 MAY 1993,USA,2,,"Eugene, OR (USA)",29 JUL 2016,1155
6576,6022,10.15,+2.0,Andrew ROBERTSON,17 DEC 1990,GBR,2,,Bedford (GBR),30 JUL 2016,1155
6577,6022,10.15,+0.5,Churandy MARTINA,03 JUL 1984,NED,4f,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1155
6578,6022,10.15,-0.1,Chijindu UJAH,05 MAR 1994,GBR,8,,Paris (FRA),27 AUG 2016,1155
6579,6022,10.15,+0.2,Julian FORTE,07 JAN 1993,JAM,1f3,,Velenje (SLO),31 AUG 2016,1155
6580,6022,10.15,+0.4,Michael RODGERS,24 APR 1985,USA,9,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1155
6581,6022,10.15,+0.5,Aska CAMBRIDGE,31 MAY 1993,JPN,2,,Osaka (JPN),25 SEP 2016,1155
6582,6022,10.15,+2.0,Anthony SCHWARTZ,05 SEP 2000,USA,1,,"Gainesville, FL (USA)",31 MAR 2017,1155
6583,6022,10.15,+1.0,Mosito LEHATA,08 APR 1989,LES,1,,Réduit (MRI),08 APR 2017,1155
6584,6022,10.15,+0.1,Ben Youssef MEITÉ,11 NOV 1986,CIV,3,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1155
6585,6022,10.15,-0.6,Jaylen BACON,05 AUG 1996,USA,1h1,,"Arlington, TX (USA)",13 MAY 2017,1158
6586,6022,10.15,+1.0,Julius MORRIS,14 APR 1994,MNT,1,,"El Paso, TX (USA)",14 MAY 2017,1155
6587,6022,10.15,+0.7,Ojie EDOBURUN,02 JUN 1996,GBR,1f1,,Lee Valley (GBR),24 MAY 2017,1155
6588,6022,10.15,+0.9,Filippo TORTU,15 JUN 1998,ITA,1f1,,Savona (ITA),25 MAY 2017,1155
6589,6022,10.15,+1.8,Yoshihide KIRYU,15 DEC 1995,JPN,1sf1,,Yokohama (JPN),26 MAY 2017,1155
6590,6022,10.15,+0.4,Thando ROTO,26 SEP 1995,RSA,3,,"Stadion Juliska, Praha (CZE)",05 JUN 2017,1155
6591,6022,10.15,+1.4,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2h1,,"Stadion Juliska, Praha (CZE)",05 JUN 2017,1155
6592,6022,10.15,+0.2,Jevaughn MINZIE,20 JUL 1995,JAM,2f2,,Kingston (JAM),10 JUN 2017,1155
6593,6022,10.15,+1.9,Jak Ali HARVEY,04 MAY 1989,TUR,2h4,,Erzurum (TUR),11 JUN 2017,1155
6594,6022,10.15,+0.2,Aaron BROWN,27 MAY 1992,CAN,5,,"Bislett Stadion, Oslo (NOR)",15 JUN 2017,1155
6595,6022,10.15,-1.4,Jaylen BACON,05 AUG 1996,USA,2sf1,,"Sacramento, CA (USA)",23 JUN 2017,1163
6596,6022,10.15,+0.9,Tyquendo TRACEY,10 JUN 1993,JAM,5,,Kingston (JAM),23 JUN 2017,1155
6597,6022,10.15,+0.8,Asafa POWELL,23 NOV 1982,JAM,2sf2,,Kingston (JAM),23 JUN 2017,1155
6598,6022,10.15,+0.2,Yoshihide KIRYU,15 DEC 1995,JPN,1h5,,Osaka (JPN),23 JUN 2017,1155
6599,6022,10.15,+1.8,Keston BLEDMAN,08 MAR 1988,TTO,2f2,,Port-of-Spain (TTO),24 JUN 2017,1155
6600,6022,10.15,+1.8,Rondel SORRILLO,24 JAN 1986,TTO,3f2,,Port-of-Spain (TTO),24 JUN 2017,1155
6601,6022,10.15,+0.2,Henrico BRUINTJIES,16 JUL 1993,RSA,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1155
6602,6022,10.15,0.0,Michael RODGERS,24 APR 1985,USA,1,,"New York, NY (USA)",06 JUL 2017,1155
6603,6022,10.15,+2.0,Kemar HYMAN,11 OCT 1989,CAY,3h1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1155
6604,6022,10.15,0.0,Akani SIMBINE,21 SEP 1993,RSA,4h3,,"Olympic Stadium, London (GBR)",04 AUG 2017,1155
6605,6022,10.15,+0.3,Jimmy VICAUT,27 FEB 1992,FRA,3h6,,"Olympic Stadium, London (GBR)",04 AUG 2017,1155
6606,6022,10.15,+0.9,Ján VOLKO,02 NOV 1996,SVK,1pr3,,"Olympic Stadium, London (GBR)",04 AUG 2017,1155
6607,6022,10.15,+0.9,Jak Ali HARVEY,04 MAY 1989,TUR,2,,Rovereto (ITA),29 AUG 2017,1155
6608,6022,10.15,0.0,Reynier MENA,21 NOV 1996,CUB,1h1,,Camagüey (CUB),14 MAR 2018,1155
6609,6022,10.15,+0.7,Thando DLODLO,22 APR 1999,RSA,2h1,,Pretoria (RSA),15 MAR 2018,1155
6610,6022,10.15,-1.3,Thando DLODLO,22 APR 1999,RSA,2,,Pretoria (RSA),16 MAR 2018,1162
6611,6022,10.15,-1.3,Henrico BRUINTJIES,16 JUL 1993,RSA,3,,Pretoria (RSA),16 MAR 2018,1162
6612,6022,10.15,+1.7,Ryota YAMAGATA,10 JUN 1992,JPN,1f1,,Brisbane (AUS),22 MAR 2018,1155
6613,6022,10.15,-1.1,Chijindu UJAH,05 MAR 1994,GBR,1f2,,"Tempe, AZ (USA)",07 APR 2018,1161
6614,6022,10.15,-0.9,Yohan BLAKE,26 DEC 1989,JAM,1h8,,Gold Coast (AUS),08 APR 2018,1160
6615,6022,10.15,+0.5,Kendal WILLIAMS,23 SEP 1995,USA,4f2,,"Torrance, CA (USA)",21 APR 2018,1155
6616,6022,10.15,+1.9,André DE GRASSE,10 NOV 1994,CAN,4,,"Des Moines, IA (USA)",28 APR 2018,1155
6617,6022,10.15,+1.0,Lamont Marcell JACOBS,26 SEP 1994,ITA,1f1,,Palmanova (ITA),01 MAY 2018,1155
6618,6022,10.15,-0.3,Chris JEFFERSON,,USA,2,,"San Antonio, TX (USA)",06 MAY 2018,1156
6619,6022,10.15,+0.5,Raheem CHAMBERS,06 OCT 1997,JAM,1h1,,"Knoxville, TN (USA)",12 MAY 2018,1155
6620,6022,10.15,+1.8,Cejhae GREENE,06 OCT 1995,ANT,1qf2,,"Tampa, FL (USA)",25 MAY 2018,1155
6621,6022,10.15,+1.8,Raheem CHAMBERS,06 OCT 1997,JAM,1qf2,,"Tampa, FL (USA)",25 MAY 2018,1155
6622,6022,10.15,+0.3,Alex WILSON,19 SEP 1990,SUI,1f1,,Basel (SUI),02 JUN 2018,1155
6623,6022,10.15,+1.2,Darryl HARAWAY,20 MAR 1997,USA,5sf2,,"Eugene, OR (USA)",06 JUN 2018,1155
6624,6022,10.15,+2.0,Yoshihide KIRYU,15 DEC 1995,JPN,2,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1155
6625,6022,10.15,-0.7,Michael RODGERS,24 APR 1985,USA,3,,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1159
6626,6022,10.15,+0.9,Hassan TAFTIAN,04 MAY 1993,IRI,5f1,,Montreuil (FRA),19 JUN 2018,1155
6627,6022,10.15,+0.4,Yoshihide KIRYU,15 DEC 1995,JPN,1h5,,Yamaguchi (JPN),22 JUN 2018,1155
6628,6022,10.15,+0.3,Simon MAGAKWE,14 MAY 1986,RSA,1h1,,Copenhagen (DEN),26 JUN 2018,1155
6629,6022,10.15,+0.8,Emile ERASMUS,03 APR 1992,RSA,1f1,,Sollentuna (SWE),28 JUN 2018,1155
6630,6022,10.15,+1.6,Paulo André CAMILO DE OLIVEIRA,20 AUG 1998,BRA,1h1,,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1155
6631,6022,10.15,+1.2,Henrico BRUINTJIES,16 JUL 1993,RSA,3,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1155
6632,6022,10.15,+0.8,Arthur CISSÉ,29 DEC 1996,CIV,7,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1155
6633,6022,10.15,+1.5,Jake DORAN,18 JUL 2000,AUS,1f1,,Jämsä (FIN),01 JUL 2018,1155
6634,6022,10.15,+1.2,Derick SILVA,23 APR 1998,BRA,1h1,,Guadalajara (ESP),06 JUL 2018,1155
6635,6022,10.15,+1.4,Julian REUS,29 APR 1988,GER,2f1,,Weinheim (GER),06 JUL 2018,1155
6636,6022,10.15,+0.7,Brandon CARNES,06 MAR 1995,USA,4f2,,Luzern (SUI),09 JUL 2018,1155
6637,6022,10.15,+0.2,Hassan TAFTIAN,04 MAY 1993,IRI,6h2,,"Olympic Stadium, London (GBR)",21 JUL 2018,1155
6638,6022,10.15,-0.7,Ramil GULIYEV,29 MAY 1990,TUR,1,,Andorf (AUT),28 JUL 2018,1159
6639,6022,10.15,+1.7,Jason ROGERS,31 AUG 1991,SKN,2,,Barranquilla (COL),30 JUL 2018,1155
6640,6022,10.15,+1.4,Gavin SMELLIE,26 JUN 1986,CAN,2sf1,,Toronto (CAN),11 AUG 2018,1155
6641,6022,10.15,+1.5,Kendal WILLIAMS,23 SEP 1995,USA,1sf2,,Toronto (CAN),11 AUG 2018,1155
6642,6022,10.15,-0.5,Tyquendo TRACEY,10 JUN 1993,JAM,7,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1158
6643,6022,10.15,+0.7,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,1h5,,Jakarta (INA),25 AUG 2018,1155
6644,6022,10.15,+0.1,Isiah YOUNG,05 JAN 1990,USA,3,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1155
6645,6022,10.15,+1.0,Arthur CISSÉ,29 DEC 1996,CIV,2,,Padova (ITA),02 SEP 2018,1155
6646,6022,10.15,+0.1,Emile ERASMUS,03 APR 1992,RSA,2f3,,Bloemfontein (RSA),13 APR 2019,1155
6647,6022,10.15,+1.2,Andrew FISHER,15 DEC 1991,BRN,1h1,,Doha (QAT),21 APR 2019,1155
6648,6022,10.15,+1.4,Lalu Muhammad ZOHRI,01 JUL 2000,INA,2sf2,,Doha (QAT),22 APR 2019,1155
6649,6022,10.15,+0.5,Thando DLODLO,22 APR 1999,RSA,2,,Germiston (RSA),25 APR 2019,1155
6650,6022,10.15,+1.2,Demek KEMP,26 APR 1996,USA,2,,"Greensboro, NC (USA)",04 MAY 2019,1155
6651,6022,10.15,+1.5,Nick GRAY,02 JUN 1997,USA,2,,"Iowa City, IA (USA)",12 MAY 2019,1155
6652,6022,10.15,+0.9,Michael RODGERS,24 APR 1985,USA,8,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1155
6653,6022,10.15,+0.2,Isiah YOUNG,05 JAN 1990,USA,3,,"Olympic Stadium, Nanjing (CHN)",21 MAY 2019,1155
6654,6022,10.15,+1.9,Mosito LEHATA,08 APR 1989,LES,3f1,,La Habana (CUB),07 JUN 2019,1155
6655,6022,10.15,+0.9,Kemar BAILEY-COLE,10 JAN 1992,JAM,4f1,,Kingston (JAM),08 JUN 2019,1155
6656,6022,10.15,+0.7,Matthew BOLING,20 JUN 2000,USA,1,,"Albuquerque, NM (USA)",08 JUN 2019,1155
6657,6022,10.15,+0.9,Yuki KOIKE,13 MAY 1995,JPN,5,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1155
6658,6022,10.15,+1.3,Christopher BELCHER,29 JAN 1994,USA,1f1,,Sollentuna (SWE),18 JUN 2019,1155
6659,6022,10.15,-1.1,Filippo TORTU,15 JUN 1998,ITA,5f1,,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1161
6660,6022,10.15,0.0,Waseem WILLIAMS,08 JAN 1997,JAM,1h2,,Queretaro (MEX),05 JUL 2019,1155
6661,6022,10.15,+1.2,Emmanuel MATADI,15 APR 1991,LBR,1h2,,"Montverde, FL (USA)",06 JUL 2019,1155
6662,6022,10.15,-0.1,Enoch ADEGOKE,08 MAR 2000,NGR,1f1,,Yaoundé (CMR),20 JUL 2019,1155
6663,6022,10.15,-0.1,Isiah YOUNG,05 JAN 1990,USA,2sf2,,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1155
6664,6022,10.15,+1.1,Lamont Marcell JACOBS,26 SEP 1994,ITA,1sf1,,Bressanone (ITA),27 JUL 2019,1155
6665,6022,10.15,+2.0,Akani SIMBINE,21 SEP 1993,RSA,7,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1155
6666,,,,,,,,,,,
6667,6022,10.15,+0.7,Akani SIMBINE,21 SEP 1993,RSA,4h1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1155
6668,6022,10.15,0.0,Ojie EDOBURUN,02 JUN 1996,GBR,1sf3,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2019,1155
6669,6022,10.15,+0.2,Asafa POWELL,23 NOV 1982,JAM,1h1,,"Estadio Vallehermoso, Madrid (ESP)",25 AUG 2019,1155
6670,6022,10.15,-0.4,Zharnel HUGHES,13 JUL 1995,GBR,6,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1157
6671,6022,10.15,-0.4,Adam GEMILI,06 OCT 1993,GBR,7,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1157
6672,6022,10.15,+1.0,Shuhei TADA,24 JUN 1996,JPN,1f2,,"Prefectural Stadium, Fujiyoshida (JPN)",01 SEP 2019,1155
6673,6022,10.15,-0.3,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,5sf1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1156
6674,6022,10.15,+1.6,André DE GRASSE,10 NOV 1994,CAN,2h5,,"Montverde Academy, Montverde, FL (USA)",04 JUL 2020,1155
6675,6022,10.15,+1.9,Kendal WILLIAMS,23 SEP 1995,USA,3h2,,"National Training Center, Clermont, FL (USA)",24 JUL 2020,1155
6676,6022,10.15,+2.0,Aaron BROWN,27 MAY 1992,CAN,1f2,,"Montverde Academy, Montverde, FL (USA)",10 AUG 2020,1155
6677,6022,10.15,0.0,Yohan BLAKE,26 DEC 1989,JAM,1f3,,"National Stadium, Kingston (JAM)",22 AUG 2020,1155
6678,6022,10.15,+0.3,Michael RODGERS,24 APR 1985,USA,1,,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1155
6679,6022,10.15,+0.3,Julian FORTE,07 JAN 1993,JAM,6,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1155
6680,6022,10.15,+0.9,Dante BROWN,15 JUN 2000,USA,1f1,,"Hutsell-Rosen Track, Auburn, AL (USA)",20 MAR 2021,1155
6681,6022,10.15,+1.2,Fred KERLEY,07 MAY 1995,USA,1h2,,"Tropical Park Track, Miami, FL (USA)",20 MAR 2021,1155
6682,6022,10.15,+0.7,Cravont CHARLESTON,02 JAN 1998,USA,1f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",17 APR 2021,1155
6683,6022,10.15,+1.4,Yupun Abeykoon MUDIYANSELAGE,31 DEC 1994,SRI,2,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1155
6684,6022,10.15,+1.7,Arthur CISSÉ,29 DEC 1996,CIV,1h1,,"Centro Sportivo Fontanassa, Savona (ITA)",13 MAY 2021,1155
6685,6022,10.15,+1.1,Sachin DENNIS,02 AUG 2002,JAM,1f1,,"National Stadium, Kingston (JAM)",22 MAY 2021,1155
6686,6022,10.15,-0.6,Isiah YOUNG,05 JAN 1990,USA,1h1,,"Boston, MA (USA)",23 MAY 2021,1158
6687,6022,10.15,+1.6,Courtney LINDSEY,,USA,3h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1155
6688,6022,10.15,+1.7,Felipe BARDI DOS SANTOS,08 OCT 1998,BRA,1h2,,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",29 MAY 2021,1155
6689,6022,10.15,+2.0,Tyquendo TRACEY,10 JUN 1993,JAM,f4,,"National Stadium, Kingston (JAM)",29 MAY 2021,1155
6690,6022,10.15,+1.2,Julian FORTE,07 JAN 1993,JAM,2f1,,"National Stadium, Kingston (JAM)",05 JUN 2021,1155
6691,6022,10.15,+1.3,Matthew BOLING,20 JUN 2000,USA,3sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1155
6692,6022,10.15,+0.8,Zhenye XIE,17 AUG 1993,CHN,2,,"Shangyu Stadium, Shaoxing (CHN)",11 JUN 2021,1155
6693,6022,10.15,-1.3,Tlotliso Gift LEOTLELA,12 MAY 1998,RSA,1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1162
6694,6022,10.15,+1.9,Kendal WILLIAMS,23 SEP 1995,USA,5h4,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1155
6695,6022,10.15,+0.8,Rodrigo DO NASCIMENTO,26 SEP 1994,BRA,1,,"CNDA, Bragança Paulista (BRA)",23 JUN 2021,1155
6696,6022,10.15,+0.2,Shuhei TADA,24 JUN 1996,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",25 JUN 2021,1155
6697,6022,10.15,+0.5,Jerome BLAKE,18 AUG 1995,CAN,1,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1155
6698,6632,10.16,+0.5,Mel PENDER,31 OCT 1937,USA,2qf2,,"Estadio Olímpico, Ciudad de México (MEX)",13 OCT 1968,1152
6699,6632,10.16,+0.3,Roger BAMBUCK,22 NOV 1945,FRA,5,,"Estadio Olímpico, Ciudad de México (MEX)",14 OCT 1968,1152
6700,6632,10.16,0.0,Robert TAYLOR,14 SEP 1948,USA,2qf3,,"Olympiastadion, München (GER)",31 AUG 1972,1152
6701,6632,10.16,+1.9,Don QUARRIE,25 FEB 1951,JAM,1,,"Eugene, OR (USA)",20 JUN 1975,1152
6702,6632,10.16,,Valeriy BORZOV,20 OCT 1949,URS,3,,Zürich (SUI),20 AUG 1975,1152
6703,6632,10.16,+1.9,Houston MCTEAR,12 FEB 1957,USA,2,,"Eugene, OR (USA)",20 JUN 1976,1152
6704,6632,10.16,,Harvey GLANCE,28 MAR 1957,USA,2,,"Tuscaloosa, AL (USA)",13 MAY 1977,1152
6705,6632,10.16,+2.0,Steve WILLIAMS,13 NOV 1953,USA,1h2,,Firenze (ITA),01 JUN 1977,1152
6706,6632,10.16,-1.5,Steve WILLIAMS,13 NOV 1953,USA,1,,Zürich (SUI),24 AUG 1977,1161
6707,6632,10.16,+1.3,Guy ABRAHAMS,07 MAR 1953,PAN,1sf1,,"Westwood, CA (USA)",08 JUN 1978,1152
